split,mechanism,alpha,P_gradient_norm,Q_gradient_norm,absolute_bias,rho_Q,rho_P,oracle_ipw_bias,rho_Q_squared_derivative_numerator,rho_P_squared_derivative_numerator
diagnostic,edit,0.75,0.057615516017750175,0.06298205928185208,0.006633065572640633,0.10531674651914587,0.11512637621083043,6.032190866221938e-19,-3.878388299153591e-07,-3.70177492816014e-07
diagnostic,edit,0.8,0.05995297349382386,0.0650452542274073,0.006486802629017285,0.09972753133285507,0.10819818019010403,7.501886970171448e-18,-3.808590256695863e-07,-3.675497505951891e-07
diagnostic,edit,0.8500000000000001,0.06229460981989835,0.06711270208641079,0.006351392699396574,0.09463771390427483,0.10195733977240179,2.8982687527139258e-18,-3.725768414636767e-07,-3.63490402403143e-07
diagnostic,edit,0.9,0.06463997085069177,0.06918402158646544,0.006227543778514803,0.09001419165452366,0.09634199546437693,7.346861850299296e-18,-3.6299227729763006e-07,-3.579994482398757e-07
diagnostic,edit,0.9500000000000001,0.06698866536695522,0.07125887511124283,0.006115958242330935,0.08582731951329937,0.09129840412297378,1.0271484022309017e-17,-3.521053331714466e-07,-3.5107688810538724e-07
diagnostic,edit,1.0,0.0693403546343412,0.07333696270686947,0.0060173183684928,0.08205028060057849,0.08677945765095194,6.465004286526735e-19,-3.399160090851262e-07,-3.4272272199967756e-07
diagnostic,length,0.0,0.023898576671489428,0.022371198144231105,0.0024146991548610838,0.10793785559866251,0.10103945469446206,4.6352648247584465e-19,-1.3615411695330741e-08,-1.4258195851357972e-08
diagnostic,length,0.05,0.02596599228109825,0.024526239724213066,0.002364106009427323,0.09639088731133147,0.09104624170855417,4.2600609964119116e-18,-1.4741565044242418e-08,-1.5255964040206142e-08
diagnostic,length,0.1,0.02808507754063987,0.026736913897431807,0.00231777482005041,0.08668819553901626,0.08252691546592765,3.1453137677400442e-18,-1.5758188958465133e-08,-1.614712334396862e-08
diagnostic,length,0.15000000000000002,0.03024497384505651,0.028990496643828093,0.002275965879892505,0.07850730906250426,0.07525104473728972,4.647135935260567e-18,-1.6665283437998886e-08,-1.6931673762645398e-08
diagnostic,length,0.2,0.03243752984453732,0.031277714553671,0.0022389325433643105,0.07158235744886071,0.06902290507615087,1.879681128949616e-18,-1.7462848482843674e-08,-1.7609615296236485e-08
diagnostic,length,0.25,0.03465654741957208,0.03359169779713515,0.002206915235880736,0.0656982344032921,0.06367960458272291,4.71673564212628e-19,-1.8150884092999504e-08,-1.818094794474188e-08
diagnostic,length,0.30000000000000004,0.03689725264538742,0.03592727508781009,0.0021801349637843794,0.06068189024789376,0.059086647581521795,2.6602002524655884e-18,-1.8729390268466372e-08,-1.8645671708161576e-08
diagnostic,length,0.35000000000000003,0.03915592245896843,0.038280494128528526,0.002158786635958603,0.05639390726541766,0.05513308078032895,2.6039009236952484e-18,-1.919836700924427e-08,-1.9003786586495576e-08
diagnostic,length,0.4,0.04142961877148587,0.04064829107553531,0.002143032593358681,0.052721345391282454,0.051727065247185754,3.1575470053041984e-18,-1.9557814315333216e-08,-1.9255292579743882e-08
diagnostic,length,0.45,0.04371599703302298,0.043028259378536104,0.0021329967956205667,0.04957199818044638,0.04879213423885323,3.145322901209677e-18,-1.9807732186733193e-08,-1.9400189687906498e-08
diagnostic,length,0.5,0.046013166797500074,0.04541848570879169,0.002128760118327896,0.0468699051742236,0.04626415146986912,4.862650412700028e-19,-1.9948120623444214e-08,-1.9438477910983414e-08
diagnostic,length,0.55,0.048319588967421646,0.0478174318022295,0.0021303571601881716,0.04455189415021748,0.044088892428793526,2.6183923140053545e-18,-1.9978979625466267e-08,-1.937015724897464e-08
diagnostic,length,0.6000000000000001,0.05063399919351926,0.05022384817385077,0.0021377748468611895,0.04256493527658898,0.042220146164848205,2.7391495885358516e-18,-1.990030919279936e-08,-1.919522770188017e-08
diagnostic,length,0.65,0.0529553501336806,0.05263671026733294,0.00215095296069105,0.04086412220229426,0.04061823697249059,2.7682817102004922e-18,-1.9712109325443488e-08,-1.8913689269700002e-08
diagnostic,length,0.7000000000000001,0.05528276746269866,0.05505517061359723,0.0021697865470282096,0.039411131104411246,0.03924887712056466,9.137544776635591e-18,-1.9414380023398656e-08,-1.852554195243414e-08
diagnostic,length,0.75,0.057615516017750175,0.05747852256247935,0.002194129977359913,0.03817304063400179,0.03808227590435788,5.292915661675096e-19,-1.9007121286664863e-08,-1.8030785750082587e-08
diagnostic,length,0.8,0.05995297349382386,0.059906172484866904,0.0022238023142267037,0.037121422083650324,0.03709244403792235,8.247320450307381e-18,-1.8490333115242104e-08,-1.7429420662645334e-08
diagnostic,length,0.8500000000000001,0.06229460981989835,0.06233761824737726,0.0022585935414094513,0.03623163035274415,0.03625664480344821,2.8887267197068156e-18,-1.7864015509130387e-08,-1.6721446690122395e-08
diagnostic,length,0.9,0.06463997085069177,0.06477243238348326,0.002298271201394366,0.03548224324489653,0.03555495417383485,7.345438773460839e-18,-1.7128168468329708e-08,-1.5906863832513754e-08
diagnostic,length,0.9500000000000001,0.06698866536695522,0.0672102488177069,0.00234258701489331,0.03485461006470999,0.03496990128196945,1.0247175293935185e-17,-1.6282791992840064e-08,-1.4985672089819424e-08
diagnostic,length,1.0,0.0693403546343412,0.06965075230427353,0.0023912831297988528,0.03433248099535792,0.03448616815430241,6.299447723873553e-19,-1.532788608266146e-08,-1.3957871462039395e-08
diagnostic,edit_length,0.0,0.023898576671489428,0.027756623204308103,0.004435935868847513,0.1598154010376526,0.1856150652745569,4.636420723607609e-19,-5.4545056234491696e-08,-4.633051399060592e-08
diagnostic,edit_length,0.05,0.02596599228109825,0.029780119999558465,0.004357911198631686,0.14633625380610615,0.167831490953804,4.3739926209001866e-18,-5.813026106221767e-08,-5.0377642008215784e-08
diagnostic,edit_length,0.1,0.02808507754063987,0.031841156043867225,0.004282025470571055,0.13448084185987952,0.15246621499886723,3.097999415993036e-18,-6.149930903670037e-08,-5.420480861047026e-08
diagnostic,edit_length,0.15000000000000002,0.03024497384505651,0.03393289178321419,0.004208394394410715,0.12402109496876154,0.13914359509682864,4.309115386179443e-18,-6.465220015793977e-08,-5.7812013797369324e-08
diagnostic,edit_length,0.2,0.03243752984453732,0.036049983729155424,0.004137138353986275,0.11476117118578237,0.1275417201560739,3.879528373270083e-18,-6.758893442593587e-08,-6.119925756891298e-08
diagnostic,edit_length,0.25,0.03465654741957208,0.038188214995113975,0.004068382144534781,0.10653501728361259,0.1173914439681659,4.652508579109639e-19,-7.03095118406887e-08,-6.436653992510125e-08
diagnostic,edit_length,0.30000000000000004,0.03689725264538742,0.04034422458907043,0.004002254604687598,0.09920266520060571,0.10847026045956637,2.7187828560974716e-18,-7.281393240219824e-08,-6.731386086593412e-08
diagnostic,edit_length,0.35000000000000003,0.03915592245896843,0.0425153079068385,0.003938888129960668,0.0926463507824462,0.10059495173656646,3.1776287045401106e-18,-7.510219611046448e-08,-7.004122039141158e-08
diagnostic,edit_length,0.4,0.04142961877148587,0.04469926856977453,0.0038784180554416237,0.08676692437120088,0.09361462090283494,3.1385349417368237e-18,-7.717430296548743e-08,-7.254861850153365e-08
diagnostic,edit_length,0.45,0.04371599703302298,0.046894307442076726,0.0038209818971089663,0.08148071920730669,0.08740466091217373,3.1284151612638252e-18,-7.90302529672671e-08,-7.48360551963003e-08
diagnostic,edit_length,0.5,0.046013166797500074,0.04909893874424202,0.003766718443967086,0.076716901430152,0.08186175188819506,5.161307294277909e-19,-8.067004611580347e-08,-7.690353047571157e-08
diagnostic,edit_length,0.55,0.048319588967421646,0.051311926066844184,0.00371576669706773,0.072415264479201,0.07689979936652605,2.8169261921537927e-18,-8.209368241109657e-08,-7.875104433976743e-08
diagnostic,edit_length,0.6000000000000001,0.05063399919351926,0.053532233122739574,0.003668264656589248,0.06852440936246001,0.07244667051815168,3.2810111312153675e-18,-8.330116185314637e-08,-8.03785967884679e-08
diagnostic,edit_length,0.65,0.0529553501336806,0.055758985509647085,0.003624347964441974,0.06500024940042913,0.0684415824896382,3.249007976107337e-18,-8.429248444195287e-08,-8.178618782181294e-08
diagnostic,edit_length,0.7000000000000001,0.05528276746269866,0.057991440769844006,0.003584148417233245,0.06180478307924761,0.06483301364483252,8.086012572758568e-18,-8.506765017751609e-08,-8.297381743980261e-08
diagnostic,edit_length,0.75,0.057615516017750175,0.06022896475616427,0.003547792372586823,0.05890508639738351,0.061577030248133505,5.777854438268291e-19,-8.562665905983602e-08,-8.394148564243686e-08
diagnostic,edit_length,0.8,0.05995297349382386,0.06247101283135934,0.0035153990803382835,0.056272484165225754,0.058635942063831534,8.434203955506124e-18,-8.596951108891266e-08,-8.468919242971572e-08
diagnostic,edit_length,0.8500000000000001,0.06229460981989835,0.0647171148019753,0.0034870789784473845,0.05388186709369423,0.055977218390627595,2.898183801396587e-18,-8.609620626474602e-08,-8.521693780163918e-08
diagnostic,edit_length,0.9,0.06463997085069177,0.06696686276023302,0.0034629320008692913,0.051711127834492,0.05357261080559771,7.528826168103092e-18,-8.600674458733608e-08,-8.552472175820724e-08
diagnostic,edit_length,0.9500000000000001,0.06698866536695522,0.06921990120726379,0.003443045950345113,0.049740694371054765,0.05139744061901448,1.026040372688061e-17,-8.570112605668285e-08,-8.56125442994199e-08
diagnostic,edit_length,1.0,0.0693403546343412,0.0714759189789012,0.0034274949923464044,0.04795314339866212,0.04943001821119788,6.83325390511197e-19,-8.517935067278634e-08,-8.548040542527715e-08
reporting,edit,0.0,0.027622209901052117,0.03473457560126666,0.0076551869633245465,0.22039097443428635,0.2771388310619189,4.1577145760479696e-19,-1.7805831852149458e-07,-1.4168486263958803e-07
reporting,edit,0.05,0.029349585358697798,0.036328650321620935,0.007523161545891644,0.2070861834747064,0.2563293979777518,3.869967659685243e-18,-1.8392984596512438e-07,-1.4989024601645935e-07
reporting,edit,0.1,0.03111797017426368,0.037951522024051124,0.007395471490144224,0.19486626874825919,0.2376591869176832,2.5490886597450548e-18,-1.8928589945557378e-07,-1.575594415775233e-07
reporting,edit,0.15000000000000002,0.032920756384603095,0.03959965039560793,0.007272345164478523,0.18364670121646107,0.22090455879925558,4.3349442900226295e-18,-1.9412647899284277e-07,-1.6469244932277984e-07
reporting,edit,0.2,0.03475259069812754,0.0412700096526237,0.007154018209014912,0.17334665703331384,0.2058556805493171,4.6978695829357586e-18,-1.9845158457693135e-07,-1.7128926925222896e-07
reporting,edit,0.25,0.03660911287723219,0.04296000674769314,0.007040732603383273,0.16389039798652605,0.19232185786621508,4.1819229415751703e-19,-2.0226121620783957e-07,-1.773499013658707e-07
reporting,edit,0.30000000000000004,0.038486750411192865,0.044667412736322396,0.0069327354892276165,0.15520790358180056,0.18013304358404372,8.198233864232325e-18,-2.0555537388556735e-07,-1.82874345663705e-07
reporting,edit,0.35000000000000003,0.0403825580529282,0.046390305443196056,0.00683027772851681,0.14723502385385973,0.1691393031507457,3.0912884898280366e-18,-2.0833405761011475e-07,-1.8786260214573192e-07
reporting,edit,0.4,0.04229409248006106,0.048127021676289156,0.006733612184227262,0.13991333661822514,0.15920928407204213,3.145252543304256e-18,-2.1059726738148173e-07,-1.9231467081195142e-07
reporting,edit,0.45,0.04421931420380636,0.04987611742615817,0.006642991717614873,0.13318983233708706,0.15022828456808246,3.3962595081668153e-18,-2.1234500319966832e-07,-1.9623055166236353e-07
reporting,edit,0.5,0.046156510534561504,0.05163633470093275,0.006558666906227989,0.1270165077404209,0.14209624666745396,4.449446339709054e-19,-2.135772650646745e-07,-1.996102446969682e-07
reporting,edit,0.55,0.04810423481283549,0.05340657385515879,0.006480883498970276,0.12134992063985879,0.13472584116941413,7.763581007266086e-18,-2.1429405297650027e-07,-2.0245374991576553e-07
reporting,edit,0.6000000000000001,0.0500612582268852,0.055185870458906425,0.006409879638606717,0.1161507390443314,0.12804072182037798,2.8165406239533773e-18,-2.1449536693514568e-07,-2.047610673187554e-07
reporting,edit,0.65,0.052026531401954255,0.056973375917430236,0.0063458828975525,0.11138330483960426,0.121973976095476,7.593580118017898e-18,-2.1418120694061067e-07,-2.0653219690593788e-07
reporting,edit,0.7000000000000001,0.05399915360732337,0.05876834119074115,0.006289107188727047,0.10701522386542851,0.11646677343242873,1.4180294976519034e-17,-2.1335157299289522e-07,-2.0776713867731296e-07
reporting,edit,0.75,0.05597834793047458,0.06057010307862126,0.006239749628548571,0.10301698876835731,0.11146719864434683,4.794611110617291e-19,-2.1200646509199942e-07,-2.0846589263288064e-07
reporting,edit,0.8,0.0579634411493349,0.06237807263261042,0.006197987442426006,0.09936163752494304,0.10692925263801603,7.515198296299573e-18,-2.101458832379232e-07,-2.086284587726409e-07
reporting,edit,0.8500000000000001,0.05995384732315918,0.06419172533531498,0.006163975012911152,0.09602444833368656,0.1028120010328363,3.581982512993875e-18,-2.0776982743066656e-07,-2.0825483709659378e-07
reporting,edit,0.9,0.06194905434269434,0.0660105927518513,0.00613784117560406,0.09298267020079018,0.09907885181992122,3.1953580088121364e-18,-2.0487829767022955e-07,-2.0734502760473923e-07
reporting,edit,0.9500000000000001,0.06394861284804133,0.06783425541080193,0.0061196868668186785,0.09021528768552207,0.09569694469152377,1.429531192057252e-17,-2.0147129395661214e-07,-2.0589903029707728e-07
reporting,edit,1.0,0.06595212705100924,0.0696623367149425,0.006109583219231054,0.0877028177253284,0.09263663648794421,5.224811267791253e-19,-1.975488162898143e-07,-2.0391684517360793e-07
reporting,length,0.0,0.027622209901052117,0.025999919474028556,0.0024127418979651423,0.09279805271609559,0.08734789528455658,3.7076882357382485e-19,-1.386848911673976e-08,-1.4412377236006538e-08
reporting,length,0.05,0.029349585358697798,0.027810004934887812,0.0023678280274091377,0.08514302794814264,0.08067671139031707,5.1950396000385326e-18,-1.4575628900105308e-08,-1.501528474621897e-08
reporting,length,0.1,0.03111797017426368,0.02966273650967315,0.0023269523766994717,0.07844698940506188,0.07477841143456049,3.0840894623176743e-18,-1.5199334903225847e-08,-1.5536713880866163e-08
reporting,length,0.15000000000000002,0.032920756384603095,0.03155060222796721,0.0022903311669550397,0.07259231219760474,0.06957103719604141,4.318835343518096e-18,-1.573960712610138e-08,-1.597666463994812e-08
reporting,length,0.2,0.03475259069812754,0.033467657007831234,0.002258171392981325,0.06747324416683624,0.06497850513064035,7.613699055993662e-18,-1.6196445568731896e-08,-1.6335137023464832e-08
reporting,length,0.25,0.03660911287723219,0.03540916027218873,0.002230666026254959,0.06299686321584366,0.060931987992592064,3.774671056293646e-19,-1.6569850231117407e-08,-1.661213103141631e-08
reporting,length,0.30000000000000004,0.038486750411192865,0.037371301793094655,0.002207989016311505,0.059082475331899996,0.05737010770515375,8.163460361943332e-18,-1.685982111325791e-08,-1.6807646663802546e-08
reporting,length,0.35000000000000003,0.0403825580529282,0.039350994462413275,0.0021902903383961753,0.05566035543239615,0.05423852385788507,3.134773385796089e-18,-1.70663582151534e-08,-1.6921683920623543e-08
reporting,length,0.4,0.04229409248006106,0.041345717233983316,0.0021776913765835337,0.05267030111630576,0.051489256510473064,3.1609387978910066e-18,-1.718946153680388e-08,-1.69542428018793e-08
reporting,length,0.45,0.04421931420380636,0.043353395518060917,0.0021702809476370102,0.050060229924386815,0.04907993230365826,3.287185426332573e-18,-1.722913107820935e-08,-1.6905323307569818e-08
reporting,length,0.5,0.046156510534561504,0.045372309542711715,0.0021681122541421637,0.04778492159631389,0.04697305383427337,4.0587773670050837e-19,-1.718536683936981e-08,-1.6774925437695096e-08
reporting,length,0.55,0.04810423481283549,0.04740102366484481,0.002171201003201198,0.045804939120154056,0.045135340197155864,7.62172703850552e-18,-1.7058168820285262e-08,-1.6563049192255134e-08
reporting,length,0.6000000000000001,0.0500612582268852,0.049438331450929775,0.0021795248429181957,0.044085728198199656,0.04353715667792965,7.447018022771813e-18,-1.6847537020955702e-08,-1.6269694571249933e-08
reporting,length,0.65,0.052026531401954255,0.051483212698608186,0.002193024163193047,0.042596878637535654,0.04215203481950118,7.62905450602888e-18,-1.6553471441381134e-08,-1.5894861574679495e-08
reporting,length,0.7000000000000001,0.05399915360732337,0.05353479955906763,0.0022116041948447357,0.04131152471028796,0.0409562751840021,1.418359745547655e-17,-1.6175972081561553e-08,-1.5438550202543818e-08
reporting,length,0.75,0.05597834793047458,0.055592349643006474,0.0022351382381893816,0.040205860204553565,0.03992862099048432,4.336895026059074e-19,-1.5715038941496968e-08,-1.49007604548429e-08
reporting,length,0.8,0.0579634411493349,0.05765522452278118,0.0022634717731469757,0.03925874527212387,0.03904998958421825,7.500781420392661e-18,-1.517067202118737e-08,-1.428149233157674e-08
reporting,length,0.8500000000000001,0.05995384732315918,0.05972287243306069,0.002296427156847171,0.03845138492662221,0.03830324923885409,3.515295521013347e-18,-1.4542871320632762e-08,-1.3580745832745343e-08
reporting,length,0.9,0.06194905434269434,0.06179481426042375,0.002333808604070285,0.03776706236602387,0.0376730303445788,4.351200694789737e-18,-1.3831636839833143e-08,-1.2798520958348709e-08
reporting,length,0.9500000000000001,0.06394861284804133,0.06387063212655893,0.0023754071669958095,0.03719091369393319,0.03714556205684085,1.4297170801780417e-17,-1.3036968578788518e-08,-1.1934817708386833e-08
reporting,length,1.0,0.06595212705100924,0.0659499600299607,0.002421005475510722,0.03670973378013986,0.036708527590599886,5.092450557281042e-19,-1.215886653749888e-08,-1.0989636082859718e-08
reporting,edit_length,0.0,0.027622209901052117,0.030487663284355832,0.003499833831365309,0.11479508280850052,0.1267036143705505,4.893279374990064e-19,-2.892047147340533e-08,-2.619126811512069e-08
reporting,edit_length,0.05,0.029349585358697798,0.03218785644818926,0.0034721407623827293,0.10787113978750382,0.11830288980057957,5.255599050746802e-18,-3.0426976103356433e-08,-2.7878795033244947e-08
reporting,edit_length,0.1,0.03111797017426368,0.03392230546228307,0.0034476443495940383,0.10163355062725155,0.1107927133513816,2.5939775044977837e-18,-3.185196330551938e-08,-2.948704642527494e-08
reporting,edit_length,0.15000000000000002,0.032920756384603095,0.03568601586030381,0.0034264131551278235,0.09601557003563617,0.10408063275029558,4.317135388206291e-18,-3.319543307989417e-08,-3.1016022291210673e-08
reporting,edit_length,0.2,0.03475259069812754,0.037474856411272225,0.003408508195506582,0.09095453650574421,0.09807925472705065,7.573326254412313e-18,-3.4457385426480794e-08,-3.246572263105215e-08
reporting,edit_length,0.25,0.03660911287723219,0.03928539439877539,0.0033939821138149052,0.08639297544943836,0.0927086686092762,4.535436437977085e-19,-3.563782034527927e-08,-3.3836147444799364e-08
reporting,edit_length,0.30000000000000004,0.038486750411192865,0.0411147635046994,0.003382878437043328,0.08227892242786868,0.08789722179452975,8.208987623231724e-18,-3.6736737836289584e-08,-3.5127296732452315e-08
reporting,edit_length,0.35000000000000003,0.0403825580529282,0.04296055816659794,0.0033752309419634143,0.0785658074756504,0.08358140505957054,2.713566760126193e-18,-3.7754137899511736e-08,-3.633917049401101e-08
reporting,edit_length,0.4,0.04229409248006106,0.0448207491334329,0.003371063150434759,0.07521211081053084,0.07970529576971058,3.1405620436479864e-18,-3.869002053494573e-08,-3.747176872947544e-08
reporting,edit_length,0.45,0.04421931420380636,0.046693615867019984,0.003370387971392648,0.07218091614475236,0.07621981552808722,7.676818794390465e-18,-3.954438574259157e-08,-3.852509143884561e-08
reporting,edit_length,0.5,0.046156510534561504,0.04857769228308123,0.00337320750207496,0.06943943492453201,0.07308194365232915,4.86275450070661e-19,-4.031723352244925e-08,-3.949913862212152e-08
reporting,edit_length,0.55,0.04810423481283549,0.05047172304687899,0.0033795129955747462,0.0669585421610393,0.07025396014974138,3.460224094995024e-18,-4.1008563874518766e-08,-4.039391027930316e-08
reporting,edit_length,0.6000000000000001,0.0500612582268852,0.052374628228276605,0.003389284995883308,0.0647123447084148,0.06770275290570116,2.8148431313753148e-18,-4.1618376798800135e-08,-4.120940641039055e-08
reporting,edit_length,0.65,0.052026531401954255,0.054285474592543966,0.0034024936355911326,0.06267779108738714,0.06539920198222797,7.619502281684437e-18,-4.2146672295293336e-08,-4.1945627015383674e-08
reporting,edit_length,0.7000000000000001,0.05399915360732337,0.0562034521749644,0.0034190990857262305,0.06083432517779138,0.06331764217249752,1.4581917393736425e-17,-4.259345036399838e-08,-4.260257209428254e-08
reporting,edit_length,0.75,0.05597834793047458,0.05812785507815924,0.003439052142182065,0.05916358237471319,0.06143539903059281,5.520092092983968e-19,-4.295871100491527e-08,-4.318024164708715e-08
reporting,edit_length,0.8,0.0579634411493349,0.06005806565774207,0.003462294929109514,0.05764912491255353,0.059732390977088184,7.626812511679903e-18,-4.324245421804399e-08,-4.367863567379749e-08
reporting,edit_length,0.8500000000000001,0.05995384732315918,0.06199354143836341,0.0034887616967177923,0.05627621225973138,0.05819078929018358,3.3844917800539775e-18,-4.3444680003384565e-08,-4.409775417441357e-08
reporting,edit_length,0.9,0.06194905434269434,0.06393380423960933,0.0035183796892447865,0.05503160231258414,0.05679472796762247,3.2269629791305336e-18,-4.3565388360936976e-08,-4.4437597148935396e-08
reporting,edit_length,0.9500000000000001,0.06394861284804133,0.06587843109839148,0.0035510700584123296,0.053903379288263505,0.05553005609129635,1.4293601435458465e-17,-4.360457929070123e-08,-4.469816459736296e-08
reporting,edit_length,1.0,0.06595212705100924,0.06782704665825103,0.003586748798378869,0.052880804562386884,0.05438412616479793,6.381089834722091e-19,-4.3562252792677325e-08,-4.487945651969626e-08
