split,mechanism,alpha,method,replicate,squared_error
diagnostic,edit,0.0,unweighted,199,0.001599518304482843
diagnostic,edit,0.0,unweighted,200,0.001660869775213561
diagnostic,edit,0.0,unweighted,201,0.001538457777155043
diagnostic,edit,0.0,unweighted,202,0.002190335606606748
diagnostic,edit,0.0,unweighted,203,0.001364668767781725
diagnostic,edit,0.0,unweighted,204,0.0018602782221345936
diagnostic,edit,0.0,unweighted,205,0.001707975760700275
diagnostic,edit,0.0,unweighted,206,0.0019394974454175042
diagnostic,edit,0.0,unweighted,207,0.0018085350584113582
diagnostic,edit,0.0,unweighted,208,0.0013065475579754802
diagnostic,edit,0.0,unweighted,209,0.00192508389908775
diagnostic,edit,0.0,unweighted,210,0.001949578565088897
diagnostic,edit,0.0,unweighted,211,0.0018575114904791409
diagnostic,edit,0.0,unweighted,212,0.0012259082580447851
diagnostic,edit,0.0,unweighted,213,0.0019521898098230968
diagnostic,edit,0.0,unweighted,214,0.0022616094445991894
diagnostic,edit,0.0,unweighted,215,0.0022267307069996113
diagnostic,edit,0.0,unweighted,216,0.0013704331357239146
diagnostic,edit,0.0,unweighted,217,0.002283738927290942
diagnostic,edit,0.0,unweighted,218,0.0018789210226361876
diagnostic,edit,0.0,unweighted,219,0.002171972853165331
diagnostic,edit,0.0,unweighted,220,0.0023790445619510272
diagnostic,edit,0.0,unweighted,221,0.0017422386787070646
diagnostic,edit,0.0,unweighted,222,0.0020377891483240114
diagnostic,edit,0.0,unweighted,223,0.0011642355743161237
diagnostic,edit,0.0,unweighted,224,0.0019011899876431018
diagnostic,edit,0.0,unweighted,225,0.0021584838149735414
diagnostic,edit,0.0,unweighted,226,0.001947451211285666
diagnostic,edit,0.0,unweighted,227,0.0017911724410290435
diagnostic,edit,0.0,unweighted,228,0.00230864640787216
diagnostic,edit,0.0,unweighted,229,0.001427854003429033
diagnostic,edit,0.0,unweighted,230,0.0013930214244066534
diagnostic,edit,0.0,unweighted,231,0.0015240583808356122
diagnostic,edit,0.0,unweighted,232,0.0012906517970579922
diagnostic,edit,0.0,unweighted,233,0.002307171291522707
diagnostic,edit,0.0,unweighted,234,0.0017499892562385525
diagnostic,edit,0.0,unweighted,235,0.0017255185383887126
diagnostic,edit,0.0,unweighted,236,0.002400937988235185
diagnostic,edit,0.0,unweighted,237,0.0019548572556571595
diagnostic,edit,0.0,unweighted,238,0.0016028099850568548
diagnostic,edit,0.0,unweighted,239,0.0015433605017749269
diagnostic,edit,0.0,unweighted,240,0.0016963596130946015
diagnostic,edit,0.0,unweighted,241,0.0014253753782165397
diagnostic,edit,0.0,unweighted,242,0.0017678029336574033
diagnostic,edit,0.0,unweighted,243,0.001534544301558016
diagnostic,edit,0.0,unweighted,244,0.0014632594510453417
diagnostic,edit,0.0,unweighted,245,0.001656435965406074
diagnostic,edit,0.0,unweighted,246,0.0019206692438206014
diagnostic,edit,0.0,unweighted,247,0.0019215489570126665
diagnostic,edit,0.0,unweighted,248,0.0022183473640486023
diagnostic,edit,0.0,unweighted,249,0.0015666245745048193
diagnostic,edit,0.0,unweighted,250,0.0013126484692110034
diagnostic,edit,0.0,unweighted,251,0.002551252759550748
diagnostic,edit,0.0,unweighted,252,0.0018172356973837596
diagnostic,edit,0.0,unweighted,253,0.0013498333642394528
diagnostic,edit,0.0,unweighted,254,0.002489589923050619
diagnostic,edit,0.0,unweighted,255,0.0018523939150052013
diagnostic,edit,0.0,unweighted,256,0.002260518710617802
diagnostic,edit,0.0,unweighted,257,0.0025231082398080255
diagnostic,edit,0.0,unweighted,258,0.0016724196630550766
diagnostic,edit,0.0,unweighted,259,0.0014977765705035347
diagnostic,edit,0.0,unweighted,260,0.001545206626009112
diagnostic,edit,0.0,unweighted,261,0.0019382402771989354
diagnostic,edit,0.0,unweighted,262,0.0013567495031242991
diagnostic,edit,0.0,unweighted,263,0.0017974126858741617
diagnostic,edit,0.0,unweighted,264,0.0012888405976447695
diagnostic,edit,0.0,unweighted,265,0.002525726747558229
diagnostic,edit,0.0,unweighted,266,0.0015330597015327776
diagnostic,edit,0.0,unweighted,267,0.0012713941421295817
diagnostic,edit,0.0,unweighted,268,0.0017241318315998125
diagnostic,edit,0.0,unweighted,269,0.0015164461543038044
diagnostic,edit,0.0,unweighted,270,0.002106157907416738
diagnostic,edit,0.0,unweighted,271,0.002089764124984521
diagnostic,edit,0.0,unweighted,272,0.0013341744360211387
diagnostic,edit,0.0,unweighted,273,0.0016140431340855486
diagnostic,edit,0.0,unweighted,274,0.0014639448776627337
diagnostic,edit,0.0,unweighted,275,0.0015927885500383468
diagnostic,edit,0.0,unweighted,276,0.0018919284068506432
diagnostic,edit,0.0,unweighted,277,0.0019747658603837467
diagnostic,edit,0.0,unweighted,278,0.0012303790694922969
diagnostic,edit,0.0,unweighted,279,0.001926231849798653
diagnostic,edit,0.0,unweighted,280,0.0013334713631499911
diagnostic,edit,0.0,unweighted,281,0.0018281732065630893
diagnostic,edit,0.0,unweighted,282,0.001748853585147859
diagnostic,edit,0.0,unweighted,283,0.0012560578919336971
diagnostic,edit,0.0,unweighted,284,0.000991417991796883
diagnostic,edit,0.0,unweighted,285,0.0022009081551327934
diagnostic,edit,0.0,unweighted,286,0.0016228791049567983
diagnostic,edit,0.0,unweighted,287,0.001989120117564275
diagnostic,edit,0.0,unweighted,288,0.0018515140929130126
diagnostic,edit,0.0,unweighted,289,0.0022092313945703845
diagnostic,edit,0.0,unweighted,290,0.0018277327368924107
diagnostic,edit,0.0,unweighted,291,0.001520207800940374
diagnostic,edit,0.0,unweighted,292,0.002261314470555312
diagnostic,edit,0.0,unweighted,293,0.001649134511355725
diagnostic,edit,0.0,unweighted,294,0.0014772282340955098
diagnostic,edit,0.0,unweighted,295,0.001590182648043645
diagnostic,edit,0.0,unweighted,296,0.0014855310410419095
diagnostic,edit,0.0,unweighted,297,0.0016210602160794357
diagnostic,edit,0.0,unweighted,298,0.0017880561601176478
diagnostic,edit,0.0,unweighted,299,0.00192218064648633
diagnostic,edit,0.0,unweighted,300,0.002040193674584652
diagnostic,edit,0.0,unweighted,301,0.002178084685168859
diagnostic,edit,0.0,unweighted,302,0.001835670029007175
diagnostic,edit,0.0,unweighted,303,0.0009911611517861808
diagnostic,edit,0.0,unweighted,304,0.001692251810628886
diagnostic,edit,0.0,unweighted,305,0.0011909051273888832
diagnostic,edit,0.0,unweighted,306,0.001668968465259517
diagnostic,edit,0.0,unweighted,307,0.0018700677301593449
diagnostic,edit,0.0,unweighted,308,0.0018536044370831013
diagnostic,edit,0.0,unweighted,309,0.0013202193808518163
diagnostic,edit,0.0,unweighted,310,0.0020499828319022083
diagnostic,edit,0.0,unweighted,311,0.002010660882002198
diagnostic,edit,0.0,unweighted,312,0.001939403074346135
diagnostic,edit,0.0,unweighted,313,0.001700339009341275
diagnostic,edit,0.0,unweighted,314,0.0011418637574476616
diagnostic,edit,0.0,unweighted,315,0.0012347475194693816
diagnostic,edit,0.0,unweighted,316,0.001457647330526194
diagnostic,edit,0.0,unweighted,317,0.001977505805694651
diagnostic,edit,0.0,unweighted,318,0.0013483302016541532
diagnostic,edit,0.0,unweighted,319,0.0017222614489051228
diagnostic,edit,0.0,unweighted,320,0.0021469543155170825
diagnostic,edit,0.0,unweighted,321,0.0016798822120535142
diagnostic,edit,0.0,unweighted,322,0.0019271760435592372
diagnostic,edit,0.0,unweighted,323,0.0019981715885380954
diagnostic,edit,0.0,unweighted,324,0.0014801853234711242
diagnostic,edit,0.0,unweighted,325,0.001408145187700347
diagnostic,edit,0.0,unweighted,326,0.001980586691794001
diagnostic,edit,0.0,unweighted,327,0.0018301198443251838
diagnostic,edit,0.0,unweighted,328,0.0015966452524760254
diagnostic,edit,0.0,unweighted,329,0.00165467300221533
diagnostic,edit,0.0,unweighted,330,0.0018902676789916478
diagnostic,edit,0.0,unweighted,331,0.0015362105173246147
diagnostic,edit,0.0,unweighted,332,0.002120755602065414
diagnostic,edit,0.0,unweighted,333,0.0015857553287812192
diagnostic,edit,0.0,unweighted,334,0.0015764790747027993
diagnostic,edit,0.0,unweighted,335,0.0019296038414041876
diagnostic,edit,0.0,unweighted,336,0.0015435458504224628
diagnostic,edit,0.0,unweighted,337,0.0020810972357067224
diagnostic,edit,0.0,unweighted,338,0.0017083054878802018
diagnostic,edit,0.0,unweighted,339,0.0018990328059318095
diagnostic,edit,0.0,unweighted,340,0.0022805051320661522
diagnostic,edit,0.0,unweighted,341,0.0014622681857438403
diagnostic,edit,0.0,unweighted,342,0.001188701610226674
diagnostic,edit,0.0,unweighted,343,0.0017712988531487653
diagnostic,edit,0.0,unweighted,344,0.001498204950319869
diagnostic,edit,0.0,unweighted,345,0.0016843830226674068
diagnostic,edit,0.0,unweighted,346,0.0022818841669199584
diagnostic,edit,0.0,unweighted,347,0.001308275915978378
diagnostic,edit,0.0,unweighted,348,0.002081052629064309
diagnostic,edit,0.0,unweighted,349,0.001620912226332443
diagnostic,edit,0.0,unweighted,350,0.0017635730580383587
diagnostic,edit,0.0,unweighted,351,0.0018408624962581843
diagnostic,edit,0.0,unweighted,352,0.002212121233138429
diagnostic,edit,0.0,unweighted,353,0.001109403876671807
diagnostic,edit,0.0,unweighted,354,0.0014320595961480912
diagnostic,edit,0.0,unweighted,355,0.0018751800072588877
diagnostic,edit,0.0,unweighted,356,0.0015653074620194782
diagnostic,edit,0.0,unweighted,357,0.0017933649133379886
diagnostic,edit,0.0,unweighted,358,0.001399478299798459
diagnostic,edit,0.0,unweighted,359,0.0024084664086004132
diagnostic,edit,0.0,unweighted,360,0.0018808630580460428
diagnostic,edit,0.0,unweighted,361,0.001747482582526662
diagnostic,edit,0.0,unweighted,362,0.0014855596137301893
diagnostic,edit,0.0,unweighted,363,0.001600769956777009
diagnostic,edit,0.0,unweighted,364,0.0014130895064570423
diagnostic,edit,0.0,unweighted,365,0.0013787042651871194
diagnostic,edit,0.0,unweighted,366,0.001365909684682384
diagnostic,edit,0.0,unweighted,367,0.0018345441727278624
diagnostic,edit,0.0,unweighted,368,0.0012916723552372556
diagnostic,edit,0.0,unweighted,369,0.0016332000352486335
diagnostic,edit,0.0,unweighted,370,0.0022521093638552016
diagnostic,edit,0.0,unweighted,371,0.0017238015988291111
diagnostic,edit,0.0,unweighted,372,0.0018044892386731004
diagnostic,edit,0.0,unweighted,373,0.0024456207941526793
diagnostic,edit,0.0,unweighted,374,0.001955367490799296
diagnostic,edit,0.0,unweighted,375,0.002009085145228581
diagnostic,edit,0.0,unweighted,376,0.0018468746280538508
diagnostic,edit,0.0,unweighted,377,0.001654469564724159
diagnostic,edit,0.0,unweighted,378,0.001626636388082313
diagnostic,edit,0.0,unweighted,379,0.0016515863014080617
diagnostic,edit,0.0,unweighted,380,0.0011787262099659229
diagnostic,edit,0.0,unweighted,381,0.0018206260175138848
diagnostic,edit,0.0,unweighted,382,0.0014256235061952459
diagnostic,edit,0.0,unweighted,383,0.0016416253378816375
diagnostic,edit,0.0,unweighted,384,0.001712597389347464
diagnostic,edit,0.0,unweighted,385,0.002197716535841392
diagnostic,edit,0.0,unweighted,386,0.0020457123256465122
diagnostic,edit,0.0,unweighted,387,0.0017285746644540548
diagnostic,edit,0.0,unweighted,388,0.0029151779362760425
diagnostic,edit,0.0,unweighted,389,0.001855985248502251
diagnostic,edit,0.0,unweighted,390,0.001169047632048393
diagnostic,edit,0.0,unweighted,391,0.0021808089712243937
diagnostic,edit,0.0,unweighted,392,0.0019579926273329256
diagnostic,edit,0.0,unweighted,393,0.0017472680154161885
diagnostic,edit,0.0,unweighted,394,0.0015876380033188705
diagnostic,edit,0.0,unweighted,395,0.0011844939561825043
diagnostic,edit,0.0,unweighted,396,0.001060556355648448
diagnostic,edit,0.0,unweighted,397,0.0015739268450754244
diagnostic,edit,0.0,unweighted,398,0.0017967287127952077
diagnostic,edit,0.0,unweighted,399,0.00175895669812108
diagnostic,edit,0.0,unweighted,400,0.0012808904861457198
diagnostic,edit,0.0,unweighted,401,0.0012670677293371106
diagnostic,edit,0.0,unweighted,402,0.002190454303242685
diagnostic,edit,0.0,unweighted,403,0.001618980812702048
diagnostic,edit,0.0,unweighted,404,0.0014026414839111987
diagnostic,edit,0.0,unweighted,405,0.001315703819344242
diagnostic,edit,0.0,unweighted,406,0.0014365936909528153
diagnostic,edit,0.0,unweighted,407,0.0014800492410477553
diagnostic,edit,0.0,unweighted,408,0.0024485964512253183
diagnostic,edit,0.0,unweighted,409,0.002167047918633604
diagnostic,edit,0.0,unweighted,410,0.0012898096435477824
diagnostic,edit,0.0,unweighted,411,0.001990165125476571
diagnostic,edit,0.0,unweighted,412,0.0012199008696881517
diagnostic,edit,0.0,unweighted,413,0.0016024397781963283
diagnostic,edit,0.0,unweighted,414,0.0016259094033946261
diagnostic,edit,0.0,unweighted,415,0.001211367782913429
diagnostic,edit,0.0,unweighted,416,0.0011597070393962058
diagnostic,edit,0.0,unweighted,417,0.0032948318421213724
diagnostic,edit,0.0,unweighted,418,0.0015474539989708308
diagnostic,edit,0.0,unweighted,419,0.001865898189502808
diagnostic,edit,0.0,unweighted,420,0.0012433284333281756
diagnostic,edit,0.0,unweighted,421,0.0015216320299799376
diagnostic,edit,0.0,unweighted,422,0.0016620500663889091
diagnostic,edit,0.0,unweighted,423,0.001799315541835982
diagnostic,edit,0.0,unweighted,424,0.0013988276777393007
diagnostic,edit,0.0,unweighted,425,0.0015144141342881396
diagnostic,edit,0.0,unweighted,426,0.0021390717907503816
diagnostic,edit,0.0,unweighted,427,0.0013993886339576226
diagnostic,edit,0.0,unweighted,428,0.001466452801127754
diagnostic,edit,0.0,unweighted,429,0.002613092652692035
diagnostic,edit,0.0,unweighted,430,0.0016882336242642834
diagnostic,edit,0.0,unweighted,431,0.001703550383945453
diagnostic,edit,0.0,unweighted,432,0.0013990863033498755
diagnostic,edit,0.0,unweighted,433,0.0018924348311649788
diagnostic,edit,0.0,unweighted,434,0.0023418822585334585
diagnostic,edit,0.0,unweighted,435,0.0017547170670460764
diagnostic,edit,0.0,unweighted,436,0.0017179534040780058
diagnostic,edit,0.0,unweighted,437,0.001477597484261846
diagnostic,edit,0.0,unweighted,438,0.001237947267598088
diagnostic,edit,0.0,unweighted,439,0.00225726954718067
diagnostic,edit,0.0,unweighted,440,0.001826376385335722
diagnostic,edit,0.0,unweighted,441,0.0015333832135023462
diagnostic,edit,0.0,unweighted,442,0.0017093175903979754
diagnostic,edit,0.0,unweighted,443,0.002060061558032386
diagnostic,edit,0.0,unweighted,444,0.0017476834478318483
diagnostic,edit,0.0,unweighted,445,0.0018629253706376138
diagnostic,edit,0.0,unweighted,446,0.001554253180477523
diagnostic,edit,0.0,unweighted,447,0.0019342705811988305
diagnostic,edit,0.0,unweighted,448,0.0019241922733437753
diagnostic,edit,0.0,unweighted,449,0.0011454040834648492
diagnostic,edit,0.0,unweighted,450,0.0015572421328013562
diagnostic,edit,0.0,unweighted,451,0.0020791856451654934
diagnostic,edit,0.0,unweighted,452,0.0015524273208899306
diagnostic,edit,0.0,unweighted,453,0.00213748343212345
diagnostic,edit,0.0,unweighted,454,0.0015620733479866156
diagnostic,edit,0.0,unweighted,455,0.0012894818094991087
diagnostic,edit,0.0,unweighted,456,0.0011954559697862743
diagnostic,edit,0.0,unweighted,457,0.0018169329972548887
diagnostic,edit,0.0,unweighted,458,0.0015894818004655886
diagnostic,edit,0.0,unweighted,459,0.002619941238026438
diagnostic,edit,0.0,unweighted,460,0.0023235940708164916
diagnostic,edit,0.0,unweighted,461,0.0019504120417613542
diagnostic,edit,0.0,unweighted,462,0.002042734104628758
diagnostic,edit,0.0,unweighted,463,0.001489912697677612
diagnostic,edit,0.0,unweighted,464,0.001652648656747707
diagnostic,edit,0.0,unweighted,465,0.0019052929114963116
diagnostic,edit,0.0,unweighted,466,0.0018274936105368814
diagnostic,edit,0.0,unweighted,467,0.001985154465385054
diagnostic,edit,0.0,unweighted,468,0.0011633062402375562
