line,raw_triple_sha256,rank_hash,split,source_length,mt_length,pe_length,edit_fraction,edited_tokens,untouched_tokens,levenshtein_distance,deletions
250,0f47b89b8efb6ec66377716e43521799372b53d0d156a459f55a94bdd12f7fb7,0043aa88d313dc860be284e4dfee993c7972bafb6e64dcd0560724b40d756346,diagnostic,17,15,16,0.3125,5,12,5,0
5372,4147b3596fc029398a13c6a26015b60c155d41702c032784bf5f1b61eb171b30,004c47a8f04f70d48e021d27e9a9e46026f7b6785ceeef52576078fb60a0017d,diagnostic,16,19,31,0.7096774193548387,22,10,22,0
1766,2b8dff0fa18515c29e3e900587a386ce156bbc360f69bb144e2874fee91eacae,0068c0f6381d3e98beb448cfb6c3178c46d41a7ce59d713f2d97141067e446f5,diagnostic,32,33,59,0.5084745762711864,30,30,30,0
6449,33ef437ae2f90c81fe9212ef08f75e4f0ad5197997ebcb534e34a1f257fa2d66,0069753abd71d6867a7e2e03f903afc829f81ead05ba5f3fbb082b8c166eae4b,diagnostic,14,21,22,0.2727272727272727,6,17,6,0
1207,c817cf6af05c07de1073a82ce7e0dd5d8244bfe06623511d715e9910a97f486c,00795c7dae494d72b349c705bb2705a43693ca203e888eccce16a928b6975816,diagnostic,21,18,17,0.058823529411764705,1,17,2,1
3493,7ee4bcc887bf755aeb87d32daba5138eb17d11b1ac7935324aee3cce5ab5c57b,007a6f0ba9d074fd74e67605b80349c0d1b4339cf4b453777c1c1e8a237e01e9,diagnostic,27,30,37,0.5405405405405406,20,18,20,0
3707,27abc5e29684d0f260524777f9318ccc79c87a632aeb62d3796f02cc1de2bf78,007d10b09024a3e5dc36123238881af46475bf6a55b9b797c71e0136d5c54dd3,diagnostic,19,19,20,0.05,1,20,1,0
5264,ec08dfbd203ac471bc80c1891e7a56c214cd76188b685e55f436ef5930e39610,007e0b5664a902f8e68284b002e91ed794825d19fc3a3ada7581227be46ffeb4,diagnostic,20,24,25,0.08,2,24,2,0
5356,112b29f6e96ae0e039fd6f94d92bf29a4ca42c1c6dc443a89708268c58ae523e,007e36515bc8a5fd31ae8c504ff0844fe24cf77ef348338073e06b768b938a63,diagnostic,34,25,25,0.04,1,25,1,0
269,bd0dae2a7dd23d2657087dbd781d5c7296fd39b3e19c5261be8d4390add9f5fe,007f64b533334b24f33e704f652a33fec91f7df22e55306aefd2d1a72899ca96,diagnostic,15,18,18,0.0,0,19,0,0
4840,1d2390ffca86033f9134048c6472103d5fa4013c6c3975c97a48ea52b6f877e9,0086626a98cd60abb98c719aafb361194a66a852470187cc25dd044287c65dbf,diagnostic,23,17,18,0.7777777777777778,14,5,14,0
6343,7712433d76a55d387691c8f34b0121b8df672cfea2cf269b4a775c960a58780b,009bcdb9eb202c3f081e7c798e196be8f832ca0cd5a6effd94ae4173981ccf1d,diagnostic,18,20,22,0.2727272727272727,6,17,10,4
2305,3c722c1d857f50c8f878656dcb9eb089341371d4c06721bc72da957ec79b354d,00ad948bc05689f23e37a20a5c4106a3e056e1ea2fe947d48fbfb0238ac96340,diagnostic,28,27,28,0.07142857142857142,2,27,2,0
493,c7d99037e99e25648cd46da336df017aa904681bb37cd6d3a328c3bd3677996b,00ae2f2beaec3909be04348405dc05bfaeeec55a1201ec83dbf5c1e5468a6470,diagnostic,22,27,30,0.16666666666666666,5,26,5,0
3040,8ea2cf76a589a4af2ecd1fc04458a1c8be5bd37cdd506a9db5500793688bbb66,00b3ad97e7f50c0ad5fe694f34672f02e5b47976642408b7acbe042f10de112c,diagnostic,27,36,36,0.5555555555555556,20,17,30,10
812,efb4be4beaa08cf51b51691ffb3fed13be78ce92c99a7249a8c8dad3c1a71b80,00b973ffd45100f59a7fcfbf7b4598a6202ebbc571069bcf4b600d42403e46c2,diagnostic,31,32,33,0.30303030303030304,10,24,12,2
3983,8e9eacec7147b68061e3c4b2975b634588b23a94ddbc1d9e7aff88c92dad8011,00b98fe64af26d2d3a71b9f4a064494d0ce1887cc2f3f8292f01b7a420be4e73,diagnostic,30,28,39,0.717948717948718,28,12,28,0
3125,d91bbfd285295cfb3a468afc63baf4faf4f146ea30fc096556ff08494a4f2fc3,00c6a285b9e1d824fce17e54de0f524ca2ad611b402011af043b33bdbbb88257,diagnostic,12,14,14,0.14285714285714285,2,13,2,0
1694,deab09cbcef4b2c5b8767b84f35badcc5e5887fed8895edc5e63fe8d2c292ea2,00c8eac60709145aa58c284c347fe7a13ae42da0fde04208157ac188f477908e,diagnostic,29,34,42,0.8333333333333334,35,8,36,1
4497,f3d9a6593b69fa50c2a9d30d31bd5ba6ee7468511beba42a590ca141c986591e,00d818ff80f5dd1c0d33b65b7503f48c764f94888c53809e211925648e0aa935,diagnostic,21,31,33,0.24242424242424243,8,26,9,1
2314,bcdd6ef5b4cffebc95c657801dbee54d4c6895962505f2ce616c53de0c4c45ac,00db5cb0807e6126d015fd80a55bfdfde5becd49320c6f9ce0c067a60363e412,diagnostic,45,52,55,0.2,11,45,12,1
312,0e545bc330379db17aa348e5e73d65815ed6a717f9ab62c0f5b5af3c8b9e3826,00dd80a90542650ba7e9850527ebccc7cecfc43284a00fb8650d7116b83aafcf,diagnostic,37,35,36,0.05555555555555555,2,35,2,0
2329,4c5f7b62b361b3fc9597abe773f17efba24948f7f26d5211cb4b527670ba0479,00e2080c61d7b01ff6a201b94257f521520bc5f38eb7fd121ebbd29843afa19d,diagnostic,40,50,68,0.4264705882352941,29,40,29,0
1928,cf5f424d8ce38544f5acfaa770895b572c431fdb6498ddc3b004231f63d5e7ef,00ec650aeb264876579816e7c1058139b4df91abc41bd3a3d70db3cfd2c5a0d1,diagnostic,30,43,92,0.6195652173913043,57,36,60,3
3292,e0eed791047773d76e0994152157b94d52913f7492d15c0d6eeb6204ad756ce4,00f1b7ddfb7c048791d5bf93e818fbd38090dadaaeee5946acfca9d0a436e1f4,diagnostic,13,11,11,0.0,0,12,0,0
241,807b9901b56d99587832ce2dcd598bdd6f36469b90d6709e1059bfcf302efc39,01010c1c13a623595f9b620edba9bbb15435a18eba02979837c6923cad9b3ff0,diagnostic,26,35,32,0.21875,7,26,10,3
3252,43d7763d0db5a064cc5d4d083c6c7f9e52637bf3fbb695a22afc12e5a9e07717,01077e11516696d82e3d49e5e5c537b5cf4d9362e1bd04bc7d3a876f43fbe937,diagnostic,19,22,26,0.9615384615384616,25,2,25,0
2220,9b316530721c0abc231468998f215654174fa9aa5fa87df0cd8ee6b78e68e732,010b42c248ec6709f5cb35ca86c564f9c61691e98e7d017faa233da44dc43528,diagnostic,9,7,8,0.5,4,5,4,0
2975,6d91ac13b618c22b0de0424bee1fcfa46a1115eff4dd54ca030de94ac964ffc4,010fa7c73e363606669c445e5d734c369ddeca757363dc87be437f1444fe0793,diagnostic,23,22,29,0.6206896551724138,18,12,18,0
310,12e23f349e7465abb8ef9d0f3a625a820148e0809e502c904671f5002ac2f68e,011946c9b4811441ad264dc3d5e1b15db74f753eb1078bf78e74bebb1d618b57,diagnostic,15,15,17,0.7058823529411765,12,6,12,0
3378,14274ff54349c3c6e4dcf155fda0276924f3b631b5f6a1be8f4c9ac24fb904c7,011cef6131c77bedeb6839690ad6060d70c92a6fd31042c2680220b0c4f55ea6,diagnostic,17,22,15,0.5333333333333333,8,8,15,7
4761,306baee91f1fc0fd2983ca00904fdaa6f6386673f3d42f6e936b8515a355bad6,011d862232d022b3250fe0c685b4a7062229c5d035c930dfa92cfb9d7230f45d,diagnostic,26,34,35,0.42857142857142855,15,21,24,9
5120,cb25b72a6b115b545b23dcd2043139e93ce94d9c670b023dd497a018e5f54ce0,012eaba22e377eae8563b54d30d0c6fcd72dabcd88c63527929d8147e7c306d3,diagnostic,32,30,31,0.45161290322580644,14,18,14,0
6837,fb0473a1815593c5c3227ba14726734285f40efcf73c4f8ad5ee99427075098a,0132bc76c13cec8d3e1cda8324eda4a8e17672fc25ae4befd35953b5fd1e51c5,diagnostic,11,9,12,0.5833333333333334,7,6,7,0
6483,dc1b2914b2876b90ffc350f4550d0a6d9e07c83929010a4718f56598d5ed4342,013b17cdbae5fb1247bf1a6c6124d5b2d0e3d7c82b47dc4383ca1d56819a7905,diagnostic,12,12,16,0.6875,11,6,12,1
4337,0a905f8c856159af2c56301fee0a64a0c34bc961ce90eb8b6847aa9046fc4421,014a88629f6f612f9062aa7d450605ca66f2c7063af898de3a7c779b2839d330,diagnostic,29,22,42,0.8333333333333334,35,8,35,0
5907,39be544bbca695f5aabfe5b8b6abb1661ceda140ed4e4d885d22d95ddb04ac65,015948f0698686731bca8ea010476c6536c318016650efeb96f1e0ea3c564b1c,diagnostic,15,15,17,0.5882352941176471,10,8,10,0
4044,d2bb42ba7339dcc20fc04174ff2fafa282f4479de928df319892b18d0118aa80,015fb89f373fda998a84073269f91692ebe741723e3e7eec7680f42299521b74,diagnostic,16,21,22,0.09090909090909091,2,21,2,0
6903,90ee5429d8601db6f69a8f8551b1c7a8bd7ba9c3bfca1942e9bd30b6c8e18ae4,0175ea0bf228e821d7156391e31532268994cf7b04c3d321c2f3fd4bb9ca8e2f,diagnostic,22,20,24,0.4583333333333333,11,14,12,1
101,3c9113db27e4185e541f85d5b7439a2fd3e17956f30c21bd00e8d0ead44461c1,0179938eb739fb1a6c4fbfedadbe378b1b91231b0ed2d9f2b77a399d44765c42,diagnostic,29,27,27,0.0,0,28,0,0
5929,288fc262fb88dd877d54dd691bf86a2781a229c4de0fab3f5168127b5b05e69b,01a9978ccfa36f2d2dd9cfb5278c31b57686eac5f8becc446fc44d6cc1ccddf7,diagnostic,31,30,43,0.5348837209302325,23,21,23,0
3463,1bba2ba9c4c2ea21848cf4dc71bfac0e41ca855df07cfe089f98403259fbe72c,01b53c045d57860585ca65986990dd34f8923fead69f08cdeb64222b2b272700,diagnostic,22,22,23,0.6521739130434783,15,9,16,1
5343,873d2a3a5b48ed14997ffc5757af3f9f099ee42efbb7492003428d81a66b8007,01c32422ea66e51b55bcc2b9ad95e28e3aa718e36cfcf08fdbc671fe119a46ed,diagnostic,43,50,51,0.27450980392156865,14,38,14,0
1334,84846ca7f5b49af7a38bad1f51708f6fd1136fba7a5cb86d931fee01dd8c4021,01ceb9daa013d13969368ffea5254aa794541817602df848175844672ec02d3f,diagnostic,17,12,12,0.08333333333333333,1,12,1,0
6334,2928a4e74f51e01f4bd2d42632ae8a49c4efd4da52ef83072022a8aca9d798c5,01d8c99accad4339ffb7ec61c4784fb1ed69e0e639ab25faafb675849c75173c,diagnostic,15,22,31,0.8064516129032258,25,7,25,0
2416,3c2a942a913071faafbfe2bd6dff2c285a97c5a5faa3e2b468f5ac4325a28a8a,01e0c0de7df525ec85027bd8f929e00d794badaf3288411e1da247e5d16ee7f6,diagnostic,31,34,30,0.4666666666666667,14,17,18,4
944,a439ebf1ec5350e57461a7370f63079a687b0c6671ae71f7ded2f62136999bb4,01ea8235b623fbae05d16cda0d4311cb3e72bbe2cc17b9a54e55f90cdb21796b,diagnostic,36,31,31,0.25806451612903225,8,24,8,0
4914,4548f3bca78ad3728f584253e6503760bf841a46352dc9cbe00427441e5b3e8b,01f02e68559f921d5a3b94e4a64ac0c4c98eb050caf1eb44fca2b84a8f03e169,diagnostic,14,14,14,0.07142857142857142,1,14,1,0
2954,b77cdb4d373f0135f6ec52019d5d6b86b54f6c23b646c606048f734766121b54,01f820a0545c353bed95baf8a1eb30ece696c5344f63c71b59cda320f8ebe8d8,diagnostic,29,27,27,0.0,0,28,0,0
5941,787c37eb630c8935d354e4a8d254899546ecc575f8ef3177e5860368a6ba7024,020139346150bbffacb3bd583ca9a728ff52de134518491c610a9f77fce1a142,diagnostic,18,23,28,0.25,7,22,7,0
3110,0a08d1ad960115c29fe87cc49fd3b2db2f3e9373debaf4d22b08b209435e3850,020486f341e86ffd537aec4bb7816dbe855500c3407783e5223f742024c1f136,diagnostic,18,26,43,0.5581395348837209,24,20,24,0
4389,45426f076e5f311e03dc5d15460901c67e4319467061dc1b7f235517966acab1,02062a9498f135a619fc7c0717108383bc1dac6d00f4913c621aaf0c2a2f14dc,diagnostic,26,22,28,0.9642857142857143,27,2,27,0
1174,a3a27a31f02ddaa484c94345457cd28e4d675b53fbc866c32a7c503b461cc615,0207ce7ced3eddabbd7f9bcdd9b27d7a41ba89716ea28d40e852b6abced5b413,diagnostic,33,31,31,0.0,0,32,0,0
3314,1d1a39e0cb95d97d849c3b35777a62689d8f0b7ad18b11ce35e70a982c35db34,0214beb710a5051ac8dfc53282211c37e43df90d510882c05f18e8c26c90a250,diagnostic,15,13,20,0.65,13,8,15,2
4157,b3fde6674ee67cab1d1cec621bd3aed19c33e2af66aba8277d2437b0b3743872,02160c0e3f4f69440a9c7f440b1b5f28a7208318bad7f04952385c826f373c54,diagnostic,17,24,42,0.5952380952380952,25,18,25,0
2001,d8269ef6174af9666b2298a595ed80203b1165dd8181e2f981f1a9f42dfa78da,0218f6b401d30145c1f563cd50a5fca9ebf50341c30eee3cf87ce0624363adce,diagnostic,13,14,24,0.625,15,10,15,0
3400,18f080ed9bf6b1733ec358c1b97afb79f407a2f5bd28dc065efb90c09cb636e2,021a6c133b1366237d67ae8ee32658ad8eba183385d5bcfc9e232b4750af045f,diagnostic,21,25,24,0.875,21,4,23,2
4483,4982daa3977e8a28cdf60404494c8231b35c44bef2a3b1de80381d67c071eda4,023840032e74ad820a90bc006f6206953950e9a1c1ee2daf48e098e9c10ece80,diagnostic,33,36,48,0.5416666666666666,26,23,27,1
6659,32bdefeb7a472a3c4df1d31550673070000712ad0bcb513667ff8bf0db5e48a0,02417ba6a5b84e70e26f624123bedfe063dfd9d61ffc8399d67821e82173155c,diagnostic,18,21,21,0.0,0,22,0,0
2287,97de51a6412e9dfebb72791f78bac687208cc446348cde57b4ac4fbe8efbdf6a,0250c00697a8ca6468fb120a5b338699aa35374194547d836faa9ab103fdc1ff,diagnostic,25,29,44,0.75,33,12,33,0
6919,a5afe3c038e0ca1cf8cce1070fa1485b23a4d633d69ce9c90c08d0a3428e4573,02528f8cfa2871defef142dfcaf0b23094e39488fea515f2aba0df727bcdb49f,diagnostic,13,23,22,0.5454545454545454,12,11,14,2
3842,5e68e9f2bbe85937f5553dc692733b93a78f0ecfb697c87789e32aa016837b4b,026bbd5401c57ee8c6ed332325a0a19bae029c51dba08981e9a864c97b0a327b,diagnostic,51,57,94,0.776595744680851,73,22,73,0
3149,2e6dcd6304722f53d1fd7b2075901d5f972af236404f20ecd41fa6290ca3c2f8,026e0aaa45d3028e6248249e8ef12f774c42728b6c725abe39231f6e25ef7e4a,diagnostic,18,38,27,0.48148148148148145,13,15,25,12
4125,0db4cd6f79c5b02491fe7b586c79ab11c6067aca04b2279f83a34f34318a4295,027d374e63df874727bdb76a3cc5b91af4eb37d800b6bc0c8292fbfde9f56664,diagnostic,17,26,33,0.3333333333333333,11,23,11,0
2602,d5dececc1638759e469d3b8602e1c8d5bb4b43cc4e43e95dec2ce730ddccb45c,027dcde0a30e0494a9c76b98f89c57d7f44bd3fc3981f9bbc1f11c31a6299727,diagnostic,17,30,33,0.24242424242424243,8,26,8,0
6730,e940e605343e8e4314535abf908aae015f5a2adb9e06cd01e8667b48ea005560,027e61928b7a9117ef0407de0f3b48711774312cecef2e72fc19bf86b0ac2fd9,diagnostic,16,22,25,0.8,20,6,20,0
1770,1d2bd64ce57ea2fdb7b12049809a7f4be28c88dcacee0bea74ad59b147b7c70b,02860ba2741cb049e0cea2f5feb506e5a69ee0274db5fea77c5add87b697a729,diagnostic,20,19,31,0.41935483870967744,13,19,13,0
1204,8807709d771855309a2479597f962242deee3909210fc8db06738c8398a081be,028dc3f4e171c87c55bbfae448997d1436efa2865e746ea55d8690d446164974,diagnostic,17,18,17,0.6470588235294118,11,7,12,1
5082,c53617f0408c2ee8e8cdb5a7e0d45838dcdab76cc137fa906415ca42bfb67f7f,029461ffac5ce18be435357be6e9e06c6cbe8e94b1704c92e7888a60949e8e0a,diagnostic,28,23,22,0.5454545454545454,12,11,13,1
4272,04776dcfafe812c619339b81821621b2839eaa147f71d00b1346147503151200,0297c1c99db2f9b2c588a846aba854330ef679ac5c80b9364cbc8c1affe6c307,diagnostic,13,14,9,0.3333333333333333,3,7,8,5
4442,d463454b1f3307d9214885aa27e98a8094c872778b661112c8f515ec36e6ff67,0297c37f9a5b0e36815b456cff1738349f2b2b134f6d1e8d179419a9bb98d4e6,diagnostic,17,23,24,0.2916666666666667,7,18,8,1
4225,0a045780825c73a30ea8d1b752db0570188f21b1bfa4f646ea50a5134dfc71ef,02aa946a8c52415ba5ec340d73c10a8271889fcd60aa11a1f7821c9095df39f6,diagnostic,27,33,31,0.3225806451612903,10,22,15,5
3096,ba51a60d28d2334809a41d2f2f56f492daf2428637d8031c101519a8ffa7f483,02b09dc2a05659cba4ebfe18ae6aa81db101d2c3bbb62474231b1d47a8223b4e,diagnostic,32,29,28,0.14285714285714285,4,25,5,1
178,dbd587824cd61c7a010fc8972c6c59e50f888a17c88cefb49aa4c570f0989bc6,02ba8aaa664f777b6ef684706e77207f4098bcc24deddedfedfcb95a93081bd0,diagnostic,20,23,23,0.0,0,24,0,0
848,832f6e356554895d63fdbae0a4c41b167caf9313f11d40e10daf36cf508b6856,02d155656e9cef86066a858ba590c645a570358df49b227ea3329b446117a2b8,diagnostic,19,20,21,0.14285714285714285,3,19,4,1
4001,dea64163d52dc58565239a04435a295b438951c91675efb626eea23668cc4a33,02d6bc11cbbbe2791f4323ce36cde1fb7ed1521c20c2a192386fe144fe2eab7a,diagnostic,24,31,35,0.3142857142857143,11,25,12,1
1655,0b101db66fe3af741981de0eccf175e68c1900f9d2090f9fd3c97081f9580db4,02d8f024f329aaa52be6718774f5cdb052786408bd712fc3e7297907eec7f4bd,diagnostic,21,19,13,0.5384615384615384,7,7,13,6
5978,e46064d9e480fae026a160d3bb748b5969dc65205b6762137853bad990afebd0,02dc30342eb8432a1065192c267e40f71daae536810ece913b6194ce49b5366d,diagnostic,24,23,29,0.7931034482758621,23,7,23,0
4127,de18d3593017bf8fdecc69358d579ef1f503d0935840631e67657fb3bc1f646d,02e2c41a03c14d2226388cf6106eeda44da97b75d4eef642860afdbd069f23bd,diagnostic,32,31,22,0.5909090909090909,13,10,22,9
3145,34668a2e52c72c88bd5b7a7a620faf55d2c7832929bbe01b30a5ff348595e329,02ee7c9599f089aaa97ecbc724a47921b7e063d048e7ffa83e103806b5d910a9,diagnostic,33,29,47,0.7446808510638298,35,13,35,0
4870,3ca4671ebc08fe52f983ee47a709663ed8260118832562267a85e1557d85e11a,02f0bd86836c384e33c533066538a4d7d61598cf36db218526c1fa8ef73acced,diagnostic,26,22,46,0.6304347826086957,29,18,29,0
2605,cb6fcda8b5d2fcb03929bc5aaf6b365ff8911073fa6db9e67f07d3e8aa619e1a,0302838af6c5e7e9eef3e4274ef426379f6318a4d53d211d2811920c234afec5,diagnostic,34,37,49,0.6938775510204082,34,16,38,4
4123,74072f2f41f5b70f656d4af43a0b70229d9c18cece644704674d11a7ea9bb8df,030550580502c7a2fef0ad3cbbdda2222de07c7af8ec541404ed93441d1b31bb,diagnostic,22,20,22,0.6363636363636364,14,9,14,0
186,991f5f28c7f42589496618e399e04606379d38462a8c31c710a9f79d24e7fc6b,0306f844c624156f9a2bdaefa7390760b6d4baa785e8c6d9b58aa73ecc56cf77,diagnostic,24,33,33,0.0,0,34,0,0
1467,f2c1b866cb93993f545f13ee793786af2ce4c1a40415e1c318026f10fd639f64,031ab87a5f9a02874cbd745f3e73086a0accc6cf1c915d1c91f2a017dabff7d6,diagnostic,15,21,47,0.5957446808510638,28,20,28,0
2616,ccc9661b86603656483d5aaeaa5d49cf6caf76982ad32d802c21d00a15c0dce1,0322758945ffe4f29f420ebb16afab79cff703d9917d3bc12c9ca88f6acde560,diagnostic,23,27,31,0.3225806451612903,10,22,10,0
2951,de00ef5f1cab7a445b8dc8909f63b0bb952d662c6e06ad1ae3743c47cda86cdf,03251dad484639c4d1424ca0dad486fddb74864a71f23423d2879c3c6ad35b31,diagnostic,15,21,23,0.2608695652173913,6,18,10,4
1752,2b3fb5bbf1f552012df12d7d9ff0b8ab4d0bd959999e59c8c2eb14beb705b830,03252a1e7648f73bcd280b0ca7d1ae52c810f1da967700358eed1ddfeace071b,diagnostic,22,24,25,0.16,4,22,4,0
2381,ae90b31fe9414733f05772951078aee674a6410b60b01c0b4802f3a42f9338ba,0329940f88afaf92c3fe63d287b1440dcb165b4396295f03d657be1ab967f7d7,diagnostic,20,26,33,0.36363636363636365,12,22,12,0
5795,01b657df0c17c88b883665e26df14e36d46986d307b80b4a559f0b258998c821,032cc9eda59e34df0a93c5eb79c87797ae615d0a7febf40406836f45e17aadad,diagnostic,28,29,28,0.6785714285714286,19,10,21,2
5154,4388af776537c307e8cae7ce5e36967e9a8dce3ea31581a80b6b68c1da8ba88b,03421d4c3e8a2fe0fc907212b340e26df07214c7edcc7bc4e41379e6f95a157c,diagnostic,22,22,34,0.4411764705882353,15,20,15,0
6896,20a2a11ef3e9fb327e3e7ad29b483f9d2f1ce424c1dad83727560dd4c2363c33,034276a9714d9926a88ea058fc04b62b8a0a4c335345f3c042c335605ff58402,diagnostic,24,28,29,0.3793103448275862,11,19,11,0
4521,b4204b5fedf2e04dcaea0e2fadc26f9dee4d83e416ff8e743f60aa1cbd4a55a6,034354cf0e9b174ca2b1aaf267fb76e8146f0aef060e9cedef571d03f708afda,diagnostic,37,28,33,0.5454545454545454,18,16,18,0
130,80847756457ae4a1d16bf9052947ad08949c6c366cc2e78091f001a4c9838a59,03462edbfc3dd4bd442fb64dd165307d66ebe62cbfd059f3b9b2a2016a95bf70,diagnostic,18,18,19,0.5263157894736842,10,10,10,0
5130,417dd2e65fb2d9e14a202e847180ee9219c593832e387b98e33a94a8a7b8c536,0349220cbdae21968358a0435f75e4d989c8d975158d7d947a33efcf5f05d12e,diagnostic,27,19,22,0.22727272727272727,5,18,5,0
995,efbdcf541b683196a67bc16c9787451fc85bda302d299a79f155a86e94a193f6,0351ccf17726fc8bb8873b1c35cbf0b4219a281a35587f9241d820fde6e6358e,diagnostic,16,20,20,0.1,2,19,2,0
34,79883d644c657502a9b2c3edd503d33324f0235c6b99c1a4335466749e898e4f,03588ed792dcd47d6e2ac7bcaaa6699dfb846f38f0179658c1a57287d1df51a0,diagnostic,22,16,16,0.0,0,17,0,0
5214,5fda04899668c071fed179bd87df90a51acb2fd842a956fc83d4cf4189a3963a,038a7fe9753d489baafc1686fd1a5f1cbbd581ebe0943ccd9a55390211337225,diagnostic,18,21,26,0.7307692307692307,19,8,20,1
3123,ba4768f8a6c88898fd429dd22fcb365d29fc4c3d5920a823c2cf4640d2b7005b,03aa9049636c8b7c7ab9171e18585580a8067cd53a15ace66171de872484795e,diagnostic,16,11,13,0.46153846153846156,6,8,6,0
332,3c47166db57c0df69499fd271a4efc8f7a4572d5077fffd15e2395926e89b45c,03b608ee3a8c588629f677fee8b722ae576bf5e18e60ff5cdec0bada312527e7,diagnostic,27,29,29,0.1724137931034483,5,25,6,1
4732,11c47820ab19608300b9e9653bd9f7a39a7c08bbed6ef544cd5cbb50368ace9a,03bfb0a703767961efde3304165fb146d83ab32062071a1c9051036bf12471c7,diagnostic,28,32,30,0.5,15,16,19,4
5707,b6f82360d6b69feb08879181e3ffc0745f32a4398180ecde088458c02944c9e2,03c5767aa33519781c32e236bcff97d9468dd657a27de450e9aaa4c501b9baf1,diagnostic,38,29,29,0.3448275862068966,10,20,12,2
3306,142a8042f832c8de34d67278c596e4fb781fcec92c9fcc7ad5de7a17d15dc118,03cf381882f6600173b870ec000e95eb5ff0a107cb9921b244ce2d78db41bc9c,diagnostic,19,31,20,0.7,14,7,25,11
581,8dd8034c6f4ed99d204250de66f3d2ed0eac5826cf281f47ddefe9893b302cda,03d2666f0a6891cdbb7f4148e47422246afd7e46f70e40a3fb7bc0a526bde031,diagnostic,32,31,31,0.0,0,32,0,0
4063,ea56f798cdab0043efc3ed1963f8c851755667e08714246dd4164db827f6f570,03d4fbe83e158b1dc0698d3447c7eb48f9af7262b41867670fb41021874f7e63,diagnostic,20,25,29,0.3448275862068966,10,20,11,1
1064,05eaaec7881de0196c604eb2fc87cb86161e20dfe0597157f6e4a74f4f799f69,03dda2ecbf716fa463f71774a2f23b4ff8838749f9c69a21e3f6748e81d2be2a,diagnostic,20,17,18,0.4444444444444444,8,11,8,0
364,96500363ba35f795c196ab9dc7371268c368dae912822d0f3e3138201ee31850,03e71a2565704fa76c3300a6250d17b8f3133aca148f140d25d7874d07a7b027,diagnostic,23,21,19,0.10526315789473684,2,18,4,2
4978,20f887514bad428804b6547326ceeeb6e335919e2e3d7150edcbd5720fe2d880,03f9f29518178e941db091553fd2679eff4d947b82e05cfc232c0efd3439bea3,diagnostic,13,16,29,0.6206896551724138,18,12,18,0
3750,bcbdc08269f5368796883cfa2252ef168312224972c01c8ae889b6cfc003c0d5,04033b11b8452db53836073d80b0f0e94c1d2d484f17f6fd0113df9512ca3dd9,diagnostic,19,17,13,0.6153846153846154,8,6,13,5
4445,a681eb3e121530be5c758e1a55d58be4041f30978fdb59d5fcc08d61db3fe6cd,040d07e8052e553ddcd75369363147de6fd02d1bfe884e12acc83f21cc236ae6,diagnostic,24,15,17,0.29411764705882354,5,13,5,0
