split,mechanism,alpha,method,replicate,squared_error
diagnostic,edit,0.0,unweighted,77,0.0002350893710104185
diagnostic,edit,0.0,unweighted,78,0.0002954810157777
diagnostic,edit,0.0,unweighted,79,0.00031922719936371016
diagnostic,edit,0.0,unweighted,80,0.00024680328768090604
diagnostic,edit,0.0,unweighted,81,0.000333446001653237
diagnostic,edit,0.0,unweighted,82,0.0002778953517077872
diagnostic,edit,0.0,unweighted,83,0.00028132236777203025
diagnostic,edit,0.0,unweighted,84,0.00020960620564757415
diagnostic,edit,0.0,unweighted,85,0.0002576038652324654
diagnostic,edit,0.0,unweighted,86,0.0002577961618136279
diagnostic,edit,0.0,unweighted,87,0.000267697658284719
diagnostic,edit,0.0,unweighted,88,0.0003428198040172206
diagnostic,edit,0.0,unweighted,89,0.00031129159179887997
diagnostic,edit,0.0,unweighted,90,0.00027167159365917214
diagnostic,edit,0.0,unweighted,91,0.00027995402610300876
diagnostic,edit,0.0,unweighted,92,0.00034117738469981976
diagnostic,edit,0.0,unweighted,93,0.0002740163478866844
diagnostic,edit,0.0,unweighted,94,0.00027081169472641976
diagnostic,edit,0.0,unweighted,95,0.00025189052744619463
diagnostic,edit,0.0,unweighted,96,0.0003307593774459876
diagnostic,edit,0.0,unweighted,97,0.0002733224262284205
diagnostic,edit,0.0,unweighted,98,0.0002753899583513523
diagnostic,edit,0.0,unweighted,99,0.0003678642241512764
diagnostic,edit,0.0,unweighted,100,0.0002675234073978085
diagnostic,edit,0.0,unweighted,101,0.00035098478513644505
diagnostic,edit,0.0,unweighted,102,0.00026960688054528055
diagnostic,edit,0.0,unweighted,103,0.00022544222472207676
diagnostic,edit,0.0,unweighted,104,0.00023954267448270396
diagnostic,edit,0.0,unweighted,105,0.00028921611649952467
diagnostic,edit,0.0,unweighted,106,0.0002487405853880171
diagnostic,edit,0.0,unweighted,107,0.0004496755021579199
diagnostic,edit,0.0,unweighted,108,0.00022189834901897566
diagnostic,edit,0.0,unweighted,109,0.00030997244055347407
diagnostic,edit,0.0,unweighted,110,0.00027639730882002647
diagnostic,edit,0.0,unweighted,111,0.0002997474899683836
diagnostic,edit,0.0,unweighted,112,0.000331160540419195
diagnostic,edit,0.0,unweighted,113,0.0002845085214361597
diagnostic,edit,0.0,unweighted,114,0.00028828425525033983
diagnostic,edit,0.0,unweighted,115,0.00029519671720367087
diagnostic,edit,0.0,unweighted,116,0.0002250850830221393
diagnostic,edit,0.0,unweighted,117,0.0002591517377313786
diagnostic,edit,0.0,unweighted,118,0.0002804393140772879
diagnostic,edit,0.0,unweighted,119,0.00021948229573712713
diagnostic,edit,0.0,unweighted,120,0.0003707447654551425
diagnostic,edit,0.0,unweighted,121,0.00024806612742826935
diagnostic,edit,0.0,unweighted,122,0.0002557102322454886
diagnostic,edit,0.0,unweighted,123,0.0002297331601594605
diagnostic,edit,0.0,unweighted,124,0.00022922316252679147
diagnostic,edit,0.0,unweighted,125,0.00034963878713190386
diagnostic,edit,0.0,unweighted,126,0.00026882655030400853
diagnostic,edit,0.0,unweighted,127,0.00022836868059727955
diagnostic,edit,0.0,unweighted,128,0.0002443604824110079
diagnostic,edit,0.0,unweighted,129,0.00020584345984442113
diagnostic,edit,0.0,unweighted,130,0.0002615037097014495
diagnostic,edit,0.0,unweighted,131,0.00031447350213502714
diagnostic,edit,0.0,unweighted,132,0.000318251739104742
diagnostic,edit,0.0,unweighted,133,0.00028302911515829226
diagnostic,edit,0.0,unweighted,134,0.00027792630341965275
diagnostic,edit,0.0,unweighted,135,0.0003121846385402866
diagnostic,edit,0.0,unweighted,136,0.00026658604979848047
diagnostic,edit,0.0,unweighted,137,0.0002896870466233089
diagnostic,edit,0.0,unweighted,138,0.0002669915995004514
diagnostic,edit,0.0,unweighted,139,0.000311870050060095
diagnostic,edit,0.0,unweighted,140,0.0002610189814648573
diagnostic,edit,0.0,unweighted,141,0.00025596768696070947
diagnostic,edit,0.0,unweighted,142,0.0003469692278801562
diagnostic,edit,0.0,unweighted,143,0.00028044580267738554
diagnostic,edit,0.0,unweighted,144,0.0003531208803180827
diagnostic,edit,0.0,unweighted,145,0.00025549003920268665
diagnostic,edit,0.0,unweighted,146,0.00023042044281861555
diagnostic,edit,0.0,unweighted,147,0.00024131537182247364
diagnostic,edit,0.0,unweighted,148,0.00028975661172965766
diagnostic,edit,0.0,unweighted,149,0.00033145152140649694
diagnostic,edit,0.0,unweighted,150,0.0002594215603209872
diagnostic,edit,0.0,unweighted,151,0.00029235792610264296
diagnostic,edit,0.0,unweighted,152,0.0002656896594486745
diagnostic,edit,0.0,unweighted,153,0.000250625551766084
diagnostic,edit,0.0,unweighted,154,0.0002805130097665628
diagnostic,edit,0.0,unweighted,155,0.00033992858850099455
diagnostic,edit,0.0,unweighted,156,0.0003468961934082871
diagnostic,edit,0.0,unweighted,157,0.00024335897481626186
diagnostic,edit,0.0,unweighted,158,0.0002331350416738989
diagnostic,edit,0.0,unweighted,159,0.00025139987723776314
diagnostic,edit,0.0,unweighted,160,0.0003196822318278719
diagnostic,edit,0.0,unweighted,161,0.000340135657148268
diagnostic,edit,0.0,unweighted,162,0.00023541219679018024
diagnostic,edit,0.0,unweighted,163,0.00047746315366202355
diagnostic,edit,0.0,unweighted,164,0.0004307933551130136
diagnostic,edit,0.0,unweighted,165,0.0002419869252953368
diagnostic,edit,0.0,unweighted,166,0.0002532855966125122
diagnostic,edit,0.0,unweighted,167,0.0003019746438524519
diagnostic,edit,0.0,unweighted,168,0.00023337621931659888
diagnostic,edit,0.0,unweighted,169,0.0002314378846681224
diagnostic,edit,0.0,unweighted,170,0.0002565796325762641
diagnostic,edit,0.0,unweighted,171,0.0003464063581747326
diagnostic,edit,0.0,unweighted,172,0.00026337686013751217
diagnostic,edit,0.0,unweighted,173,0.0002751509270881066
diagnostic,edit,0.0,unweighted,174,0.00026388795850579316
diagnostic,edit,0.0,unweighted,175,0.00027599390403715784
diagnostic,edit,0.0,unweighted,176,0.00024948145026753584
diagnostic,edit,0.0,unweighted,177,0.0003181744175580671
diagnostic,edit,0.0,unweighted,178,0.00029933723754334274
diagnostic,edit,0.0,unweighted,179,0.00024221416710826804
diagnostic,edit,0.0,unweighted,180,0.0003674353195018996
diagnostic,edit,0.0,unweighted,181,0.00031545496945895935
diagnostic,edit,0.0,unweighted,182,0.00023365089411627317
diagnostic,edit,0.0,unweighted,183,0.0002855204579577424
diagnostic,edit,0.0,unweighted,184,0.00023411217660972164
diagnostic,edit,0.0,unweighted,185,0.0003544565750329661
diagnostic,edit,0.0,unweighted,186,0.0002367511330998867
diagnostic,edit,0.0,unweighted,187,0.0002563559107598195
diagnostic,edit,0.0,unweighted,188,0.00024209348857302294
diagnostic,edit,0.0,unweighted,189,0.00031866905311828423
diagnostic,edit,0.0,unweighted,190,0.0003119314591793012
diagnostic,edit,0.0,unweighted,191,0.00021409966440498918
diagnostic,edit,0.0,unweighted,192,0.00030398520465772566
diagnostic,edit,0.0,unweighted,193,0.0003319910934605327
diagnostic,edit,0.0,unweighted,194,0.0003020801940110665
diagnostic,edit,0.0,unweighted,195,0.00025178142857734676
diagnostic,edit,0.0,unweighted,196,0.00025267875168795184
diagnostic,edit,0.0,unweighted,197,0.00032900556322054784
diagnostic,edit,0.0,unweighted,198,0.00037076887926416956
diagnostic,edit,0.0,unweighted,199,0.00022833275025415476
diagnostic,edit,0.0,unweighted,200,0.0002840829119833895
diagnostic,edit,0.0,unweighted,201,0.00033230215450328845
diagnostic,edit,0.0,unweighted,202,0.00025068199472408597
diagnostic,edit,0.0,unweighted,203,0.00033498513741975634
diagnostic,edit,0.0,unweighted,204,0.00023834364891368236
diagnostic,edit,0.0,unweighted,205,0.0002646846732749713
diagnostic,edit,0.0,unweighted,206,0.00028852573921414734
diagnostic,edit,0.0,unweighted,207,0.0003112494473321071
diagnostic,edit,0.0,unweighted,208,0.0002935309758776512
diagnostic,edit,0.0,unweighted,209,0.00027180067539601634
diagnostic,edit,0.0,unweighted,210,0.00032213696502456687
diagnostic,edit,0.0,unweighted,211,0.000266651257080587
diagnostic,edit,0.0,unweighted,212,0.0002428631096630466
diagnostic,edit,0.0,unweighted,213,0.0002653687115369523
diagnostic,edit,0.0,unweighted,214,0.0003520105165548289
diagnostic,edit,0.0,unweighted,215,0.00022742719318787817
diagnostic,edit,0.0,unweighted,216,0.0002532876771608691
diagnostic,edit,0.0,unweighted,217,0.0003463094943976079
diagnostic,edit,0.0,unweighted,218,0.0002957687723579524
diagnostic,edit,0.0,unweighted,219,0.00038906811298262164
diagnostic,edit,0.0,unweighted,220,0.0003551202521924556
diagnostic,edit,0.0,unweighted,221,0.0003673287023748846
diagnostic,edit,0.0,unweighted,222,0.00030339129035891884
diagnostic,edit,0.0,unweighted,223,0.0002455555140861921
diagnostic,edit,0.0,unweighted,224,0.00029111165434824295
diagnostic,edit,0.0,unweighted,225,0.00020810878358665366
diagnostic,edit,0.0,unweighted,226,0.0003392662602769652
diagnostic,edit,0.0,unweighted,227,0.00023673546964713012
diagnostic,edit,0.0,unweighted,228,0.0002636479123890584
diagnostic,edit,0.0,unweighted,229,0.0002937746974883633
diagnostic,edit,0.0,unweighted,230,0.00026263808032829647
diagnostic,edit,0.0,unweighted,231,0.00026843967561134983
diagnostic,edit,0.0,unweighted,232,0.0004065949679870753
diagnostic,edit,0.0,unweighted,233,0.0003608632278353128
diagnostic,edit,0.0,unweighted,234,0.0003228439267321232
diagnostic,edit,0.0,unweighted,235,0.000337712631245486
diagnostic,edit,0.0,unweighted,236,0.00028539856529990006
diagnostic,edit,0.0,unweighted,237,0.0002280971861297365
diagnostic,edit,0.0,unweighted,238,0.0002526599249277121
diagnostic,edit,0.0,unweighted,239,0.00022074289932620602
diagnostic,edit,0.0,unweighted,240,0.0003330144296898014
diagnostic,edit,0.0,unweighted,241,0.00030839498288012844
diagnostic,edit,0.0,unweighted,242,0.00027154948078020997
diagnostic,edit,0.0,unweighted,243,0.00022324533151475215
diagnostic,edit,0.0,unweighted,244,0.00025593780627694053
diagnostic,edit,0.0,unweighted,245,0.00022685991716811627
diagnostic,edit,0.0,unweighted,246,0.00026768320549928925
diagnostic,edit,0.0,unweighted,247,0.0002720935851870419
diagnostic,edit,0.0,unweighted,248,0.0002501817386763361
diagnostic,edit,0.0,unweighted,249,0.0003143237329407679
diagnostic,edit,0.0,unweighted,250,0.00029282690306139036
diagnostic,edit,0.0,unweighted,251,0.00028767893037354484
diagnostic,edit,0.0,unweighted,252,0.00038740717903522944
diagnostic,edit,0.0,unweighted,253,0.0003087122740690316
diagnostic,edit,0.0,unweighted,254,0.0002163384398304668
diagnostic,edit,0.0,unweighted,255,0.0003244382468025475
diagnostic,edit,0.0,unweighted,256,0.00022877103969548806
diagnostic,edit,0.0,unweighted,257,0.00028382569165133617
diagnostic,edit,0.0,unweighted,258,0.00022659843491782864
diagnostic,edit,0.0,unweighted,259,0.00030493679964425056
diagnostic,edit,0.0,unweighted,260,0.0002713721098175058
diagnostic,edit,0.0,unweighted,261,0.0003017954372929255
diagnostic,edit,0.0,unweighted,262,0.00030087937112482585
diagnostic,edit,0.0,unweighted,263,0.00034106804984631504
diagnostic,edit,0.0,unweighted,264,0.00026734790914236857
diagnostic,edit,0.0,unweighted,265,0.0002686315605667963
diagnostic,edit,0.0,unweighted,266,0.0002663992793270424
diagnostic,edit,0.0,unweighted,267,0.00029511080580543335
diagnostic,edit,0.0,unweighted,268,0.00023622357958563944
diagnostic,edit,0.0,unweighted,269,0.00033026022290063683
diagnostic,edit,0.0,unweighted,270,0.0002769568499119859
diagnostic,edit,0.0,unweighted,271,0.00024375175649608111
diagnostic,edit,0.0,unweighted,272,0.0002608246512550739
diagnostic,edit,0.0,unweighted,273,0.00025988998477310314
diagnostic,edit,0.0,unweighted,274,0.00022407491010560662
diagnostic,edit,0.0,unweighted,275,0.0002304227068303846
diagnostic,edit,0.0,unweighted,276,0.0002743737441230935
diagnostic,edit,0.0,unweighted,277,0.0002859661233721732
diagnostic,edit,0.0,unweighted,278,0.0002890077488086749
diagnostic,edit,0.0,unweighted,279,0.00024489249705509145
diagnostic,edit,0.0,unweighted,280,0.00023834903596593997
diagnostic,edit,0.0,unweighted,281,0.00029663762538950417
diagnostic,edit,0.0,unweighted,282,0.00026911813714777875
diagnostic,edit,0.0,unweighted,283,0.0002652059005541413
diagnostic,edit,0.0,unweighted,284,0.0003040527483263787
diagnostic,edit,0.0,unweighted,285,0.00023310892739198034
diagnostic,edit,0.0,unweighted,286,0.0003330647685746492
diagnostic,edit,0.0,unweighted,287,0.00027004703741456823
diagnostic,edit,0.0,unweighted,288,0.0003111613369229922
diagnostic,edit,0.0,unweighted,289,0.00028543426035518066
diagnostic,edit,0.0,unweighted,290,0.00027607271288100925
diagnostic,edit,0.0,unweighted,291,0.00031843349328669103
diagnostic,edit,0.0,unweighted,292,0.0002280618478405639
diagnostic,edit,0.0,unweighted,293,0.00027330064948682974
diagnostic,edit,0.0,unweighted,294,0.00029531130826891466
diagnostic,edit,0.0,unweighted,295,0.00023544793669630945
diagnostic,edit,0.0,unweighted,296,0.0003171139360657078
diagnostic,edit,0.0,unweighted,297,0.0003036949019219287
diagnostic,edit,0.0,unweighted,298,0.0002312297471989108
diagnostic,edit,0.0,unweighted,299,0.0002581324260970094
diagnostic,edit,0.0,unweighted,300,0.0002820435382558837
diagnostic,edit,0.0,unweighted,301,0.00023702629469443928
diagnostic,edit,0.0,unweighted,302,0.0002978687353810936
diagnostic,edit,0.0,unweighted,303,0.00027580180705847923
diagnostic,edit,0.0,unweighted,304,0.0002408888227947168
diagnostic,edit,0.0,unweighted,305,0.00029683976313276886
diagnostic,edit,0.0,unweighted,306,0.0003274533118199054
diagnostic,edit,0.0,unweighted,307,0.0002054772126485417
diagnostic,edit,0.0,unweighted,308,0.0002299825318402638
diagnostic,edit,0.0,unweighted,309,0.0002601421117886049
diagnostic,edit,0.0,unweighted,310,0.0002519635161344491
diagnostic,edit,0.0,unweighted,311,0.0003273097080929522
diagnostic,edit,0.0,unweighted,312,0.0002523069868062388
diagnostic,edit,0.0,unweighted,313,0.0002295212790008753
diagnostic,edit,0.0,unweighted,314,0.00033100697451634914
diagnostic,edit,0.0,unweighted,315,0.00032386121197697855
diagnostic,edit,0.0,unweighted,316,0.00020557851354956373
diagnostic,edit,0.0,unweighted,317,0.0003108019433509451
diagnostic,edit,0.0,unweighted,318,0.00035367061346283055
diagnostic,edit,0.0,unweighted,319,0.00030697320702398844
diagnostic,edit,0.0,unweighted,320,0.00031153184443847095
diagnostic,edit,0.0,unweighted,321,0.0002519618140357099
diagnostic,edit,0.0,unweighted,322,0.0002690471079297996
diagnostic,edit,0.0,unweighted,323,0.0003130777786859212
diagnostic,edit,0.0,unweighted,324,0.00030606589707584005
diagnostic,edit,0.0,unweighted,325,0.0003167841769573601
diagnostic,edit,0.0,unweighted,326,0.00027515036221885793
diagnostic,edit,0.0,unweighted,327,0.00027610162675224527
diagnostic,edit,0.0,unweighted,328,0.00029528036092053275
diagnostic,edit,0.0,unweighted,329,0.00023993189169967737
diagnostic,edit,0.0,unweighted,330,0.0002882892466286824
diagnostic,edit,0.0,unweighted,331,0.0002591657236733129
diagnostic,edit,0.0,unweighted,332,0.0003091327942795081
diagnostic,edit,0.0,unweighted,333,0.00030269774529180114
diagnostic,edit,0.0,unweighted,334,0.00030741624993013044
diagnostic,edit,0.0,unweighted,335,0.00033826229515496756
diagnostic,edit,0.0,unweighted,336,0.00020219339337250325
diagnostic,edit,0.0,unweighted,337,0.0003428926032705308
diagnostic,edit,0.0,unweighted,338,0.00030865330891289774
diagnostic,edit,0.0,unweighted,339,0.0002823643777044541
diagnostic,edit,0.0,unweighted,340,0.00022609059427286537
diagnostic,edit,0.0,unweighted,341,0.0002844824896459443
diagnostic,edit,0.0,unweighted,342,0.0002835555370903821
diagnostic,edit,0.0,unweighted,343,0.00020132763981852984
diagnostic,edit,0.0,unweighted,344,0.00023739106391616155
diagnostic,edit,0.0,unweighted,345,0.00027586301489004536
diagnostic,edit,0.0,unweighted,346,0.0002568011955041236
diagnostic,edit,0.0,unweighted,347,0.0002771082084279467
diagnostic,edit,0.0,unweighted,348,0.00024242154907035113
diagnostic,edit,0.0,unweighted,349,0.0002830665491721009
diagnostic,edit,0.0,unweighted,350,0.0002536250313930902
diagnostic,edit,0.0,unweighted,351,0.00025619839951129277
diagnostic,edit,0.0,unweighted,352,0.00022102402047952064
diagnostic,edit,0.0,unweighted,353,0.0002620123439710806
diagnostic,edit,0.0,unweighted,354,0.000221888755190775
diagnostic,edit,0.0,unweighted,355,0.000224815390828675
diagnostic,edit,0.0,unweighted,356,0.0003480888787664877
diagnostic,edit,0.0,unweighted,357,0.00030018503633413374
diagnostic,edit,0.0,unweighted,358,0.0003111081452615628
diagnostic,edit,0.0,unweighted,359,0.00029366734302586667
diagnostic,edit,0.0,unweighted,360,0.0003447800104572918
diagnostic,edit,0.0,unweighted,361,0.00045058081826737195
diagnostic,edit,0.0,unweighted,362,0.00026608959458652927
diagnostic,edit,0.0,unweighted,363,0.0003311592638864187
diagnostic,edit,0.0,unweighted,364,0.00023893094176905878
diagnostic,edit,0.0,unweighted,365,0.00019712360137720317
diagnostic,edit,0.0,unweighted,366,0.00032101844553374305
diagnostic,edit,0.0,unweighted,367,0.000447190366561934
diagnostic,edit,0.0,unweighted,368,0.00020722613738514262
diagnostic,edit,0.0,unweighted,369,0.0002674354899557037
diagnostic,edit,0.0,unweighted,370,0.00025117721886282315
diagnostic,edit,0.0,unweighted,371,0.0002580649205607296
diagnostic,edit,0.0,unweighted,372,0.00023660468238947732
diagnostic,edit,0.0,unweighted,373,0.000203966678615304
diagnostic,edit,0.0,unweighted,374,0.0002426703446996685
diagnostic,edit,0.0,unweighted,375,0.00030236987780573997
diagnostic,edit,0.0,unweighted,376,0.0002836890482927198
diagnostic,edit,0.0,unweighted,377,0.00028218808408959103
diagnostic,edit,0.0,unweighted,378,0.00029854790566978166
diagnostic,edit,0.0,unweighted,379,0.0002953215727349943
diagnostic,edit,0.0,unweighted,380,0.00025166464167320136
diagnostic,edit,0.0,unweighted,381,0.0002928539732562449
diagnostic,edit,0.0,unweighted,382,0.00021536177391807778
diagnostic,edit,0.0,unweighted,383,0.0002427287417580047
diagnostic,edit,0.0,unweighted,384,0.0002563634149944908
diagnostic,edit,0.0,unweighted,385,0.00024311938365560845
diagnostic,edit,0.0,unweighted,386,0.00024327392990701094
diagnostic,edit,0.0,unweighted,387,0.00027148577644964814
diagnostic,edit,0.0,unweighted,388,0.0002909840995076238
diagnostic,edit,0.0,unweighted,389,0.0002789564033260203
diagnostic,edit,0.0,unweighted,390,0.0002684673794378896
diagnostic,edit,0.0,unweighted,391,0.000272719572693195
diagnostic,edit,0.0,unweighted,392,0.00035139987980213665
diagnostic,edit,0.0,unweighted,393,0.00025605454328678505
diagnostic,edit,0.0,unweighted,394,0.00023703291126304563
diagnostic,edit,0.0,unweighted,395,0.00023850087960831432
diagnostic,edit,0.0,unweighted,396,0.00020315706379334374
diagnostic,edit,0.0,unweighted,397,0.0002988422690174915
diagnostic,edit,0.0,unweighted,398,0.00029896068570660784
diagnostic,edit,0.0,unweighted,399,0.00022024161371241333
diagnostic,edit,0.0,unweighted,400,0.00034830311694702986
diagnostic,edit,0.0,unweighted,401,0.00029135248663473743
diagnostic,edit,0.0,unweighted,402,0.0003020083712059311
diagnostic,edit,0.0,unweighted,403,0.0002549447187721582
diagnostic,edit,0.0,unweighted,404,0.00028554513967239724
diagnostic,edit,0.0,unweighted,405,0.00031274556728960127
diagnostic,edit,0.0,unweighted,406,0.0003446516017192156
diagnostic,edit,0.0,unweighted,407,0.00027787366356290535
diagnostic,edit,0.0,unweighted,408,0.00030835116182683964
diagnostic,edit,0.0,unweighted,409,0.00025560775783430706
diagnostic,edit,0.0,unweighted,410,0.00024834425567671424
diagnostic,edit,0.0,unweighted,411,0.00031550471785897163
diagnostic,edit,0.0,unweighted,412,0.00026288277643086685
diagnostic,edit,0.0,unweighted,413,0.00020842519794957365
diagnostic,edit,0.0,unweighted,414,0.00032364024119865625
diagnostic,edit,0.0,unweighted,415,0.00022280702771148263
diagnostic,edit,0.0,unweighted,416,0.000332253029735365
diagnostic,edit,0.0,unweighted,417,0.0002580879080476946
diagnostic,edit,0.0,unweighted,418,0.0003086768661464459
diagnostic,edit,0.0,unweighted,419,0.00021913529083380406
diagnostic,edit,0.0,unweighted,420,0.00029585568727957714
diagnostic,edit,0.0,unweighted,421,0.0002616170013433659
diagnostic,edit,0.0,unweighted,422,0.00022419807588954646
diagnostic,edit,0.0,unweighted,423,0.0002898939018276559
diagnostic,edit,0.0,unweighted,424,0.00028833001965034076
diagnostic,edit,0.0,unweighted,425,0.0005265922849543266
diagnostic,edit,0.0,unweighted,426,0.00028059275113010514
diagnostic,edit,0.0,unweighted,427,0.0002932324451329217
diagnostic,edit,0.0,unweighted,428,0.0003516524192288602
diagnostic,edit,0.0,unweighted,429,0.00026409957779863224
diagnostic,edit,0.0,unweighted,430,0.0002739542484205954
diagnostic,edit,0.0,unweighted,431,0.0002537571617536709
diagnostic,edit,0.0,unweighted,432,0.0003310825066303243
diagnostic,edit,0.0,unweighted,433,0.00039143224839860235
diagnostic,edit,0.0,unweighted,434,0.00029334260608279244
diagnostic,edit,0.0,unweighted,435,0.00023809903361871965
diagnostic,edit,0.0,unweighted,436,0.00024294950888966837
diagnostic,edit,0.0,unweighted,437,0.0002767202013852822
diagnostic,edit,0.0,unweighted,438,0.00027636198828826723
diagnostic,edit,0.0,unweighted,439,0.0003053182517556576
diagnostic,edit,0.0,unweighted,440,0.0002787006056529384
diagnostic,edit,0.0,unweighted,441,0.000308744416622556
diagnostic,edit,0.0,unweighted,442,0.00020172420079206217
diagnostic,edit,0.0,unweighted,443,0.0002944786017599106
diagnostic,edit,0.0,unweighted,444,0.0002618927680880825
diagnostic,edit,0.0,unweighted,445,0.00028161118713845997
diagnostic,edit,0.0,unweighted,446,0.00024226449883360966
diagnostic,edit,0.0,unweighted,447,0.00032073814902581924
diagnostic,edit,0.0,unweighted,448,0.0002342111770910776
diagnostic,edit,0.0,unweighted,449,0.0003476100300876159
diagnostic,edit,0.0,unweighted,450,0.0002683538881319556
diagnostic,edit,0.0,unweighted,451,0.0002561527158076965
diagnostic,edit,0.0,unweighted,452,0.0002573643012880405
diagnostic,edit,0.0,unweighted,453,0.0003041946057998167
diagnostic,edit,0.0,unweighted,454,0.00023655303184704878
diagnostic,edit,0.0,unweighted,455,0.00031589507564133213
diagnostic,edit,0.0,unweighted,456,0.00028646111665811064
diagnostic,edit,0.0,unweighted,457,0.00021639380194887674
diagnostic,edit,0.0,unweighted,458,0.00024307714689323972
diagnostic,edit,0.0,unweighted,459,0.00030572309434421716
diagnostic,edit,0.0,unweighted,460,0.00027544926353148904
diagnostic,edit,0.0,unweighted,461,0.00018502546555527327
diagnostic,edit,0.0,unweighted,462,0.00019853707733368426
diagnostic,edit,0.0,unweighted,463,0.0003897476338200308
diagnostic,edit,0.0,unweighted,464,0.0002376914623786869
