group_id,instance_id,budget,method,successes,target_gradient_norm,expected_label_reveals,full_group_probability,coefficient_mse,gradient_mse,coefficient_bias_sq,gradient_bias_sq
cced5328a62a2882f8977a76,Project-MONAI__MONAI-3205,0.5,proxy_completion,0,0.0,0,0,0.687886889732971,3.0323375831802034e-05,0.687886889732971,3.0323375831802034e-05
cced5328a62a2882f8977a76,Project-MONAI__MONAI-3205,0.5,ht_then_normalize,0,0.0,4.0,0.00390625,8.0,0.0003757048051962155,3.6310685147554116,5.853657308011719e-36
cced5328a62a2882f8977a76,Project-MONAI__MONAI-3205,0.5,partial_then_normalize,0,0.0,4.0,0.00390625,7.96875,0.00059511178122407,3.9707087744425626,0.00029720576185770554
cced5328a62a2882f8977a76,Project-MONAI__MONAI-3205,0.75,whole_group_cv,0,0.0,6.0,0.75,0.2292956299109903,1.0107791943934011e-05,2.0825998314648303e-33,1.297998500651395e-37
cced5328a62a2882f8977a76,Project-MONAI__MONAI-3205,0.75,rr_fixed,0,0.0,5.999999999999999,0.42395693135935386,0.05439411029518004,2.8961645557494126e-06,1.3254404102131785e-33,5.451405947286475e-38
cced5328a62a2882f8977a76,Project-MONAI__MONAI-3205,0.75,rr_model_coefficient,0,0.0,5.999999999999999,0.16050605996053915,0.003733463408391632,2.545895638114988e-07,8.062010455679577e-34,6.677451114763572e-38
cced5328a62a2882f8977a76,Project-MONAI__MONAI-3205,0.75,rr_model_gradient,0,0.0,5.999999999999999,0.20306858779441292,0.014490394387753985,7.174550319446215e-07,1.859538023452793e-33,1.190579994862155e-37
cced5328a62a2882f8977a76,Project-MONAI__MONAI-3205,0.75,full,0,0.0,8,1,0.0,0.0,0.0,0.0
cced5328a62a2882f8977a76,Project-MONAI__MONAI-3205,0.75,proxy_completion,0,0.0,0,0,0.687886889732971,3.0323375831802034e-05,0.687886889732971,3.0323375831802034e-05
cced5328a62a2882f8977a76,Project-MONAI__MONAI-3205,0.75,ht_then_normalize,0,0.0,6.0,0.1001129150390625,8.0,0.00048644209209575107,3.222407539354259,2.8852215097975107e-05
cced5328a62a2882f8977a76,Project-MONAI__MONAI-3205,0.75,partial_then_normalize,0,0.0,6.0,0.1001129150390625,7.1990966796875,0.0005163716445521246,2.0576695384118953,6.683222168517422e-05
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.25,whole_group_cv,3,0.017706521754081415,2.0,0.25,9.330255618402182,0.0004947959705668898,1.0477058897466563e-31,4.91534520352479e-36
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.25,rr_fixed,3,0.017706521754081415,1.9999999999999996,0.09198423127463862,7.520068507739428,0.00046492159738196413,7.967528921737884e-32,2.7090060164919453e-36
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.25,rr_model_coefficient,3,0.017706521754081415,1.9999999999999998,0.04247252372485716,4.132060465905563,0.00022145787419822904,1.4997475798344037e-32,1.0150341291036623e-36
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.25,rr_model_gradient,3,0.017706521754081415,1.9999999999999996,0.05710795805363265,4.117396995991395,0.00021805128906357774,1.8117931347093373e-32,1.5450043326185405e-36
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.25,full,3,0.017706521754081415,8,1,0.0,0.0,0.0,0.0
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.25,proxy_completion,3,0.017706521754081415,0,0,3.1100852061340607,0.00016493199018896326,3.1100852061340607,0.00016493199018896326
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.25,ht_then_normalize,3,0.017706521754081415,2.0,1.52587890625e-05,3.6973317930052905,0.00018214334091121376,0.5025803130553584,2.7862467889065395e-05
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.25,partial_then_normalize,3,0.017706521754081415,2.0,1.52587890625e-05,2.6174165036274717,0.00011581872907914206,0.5362404534961875,2.4413982428369896e-05
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.5,whole_group_cv,3,0.017706521754081415,4.0,0.5,3.1100852061340607,0.00016493199018896326,6.240013019814644e-32,2.8567908639330205e-36
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.5,rr_fixed,3,0.017706521754081415,3.999999999999999,0.21829521829521825,1.3659492122155137,9.330610753886433e-05,9.798062797578488e-33,9.090776893815972e-37
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.5,rr_model_coefficient,3,0.017706521754081415,3.9999999999999996,0.08494504744971432,0.5109876298857515,2.8262942004632896e-05,6.538369942974252e-33,4.38796782761044e-37
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.5,rr_model_gradient,3,0.017706521754081415,3.999999999999999,0.1142159161072653,0.5036558949286672,2.6559649437307247e-05,2.85249147284062e-32,1.927696765806232e-36
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.5,full,3,0.017706521754081415,8,1,0.0,0.0,0.0,0.0
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.5,proxy_completion,3,0.017706521754081415,0,0,3.1100852061340607,0.00016493199018896326,3.1100852061340607,0.00016493199018896326
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.5,ht_then_normalize,3,0.017706521754081415,4.0,0.00390625,3.0481449694133067,0.0001448377289937378,0.3018392199784219,1.5313639557735822e-05
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.5,partial_then_normalize,3,0.017706521754081415,4.0,0.00390625,2.500996181751239,0.00011007084451589589,0.26871543252747676,1.0906023284961546e-05
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.75,whole_group_cv,3,0.017706521754081415,6.0,0.75,1.0366950687113534,5.497733006298775e-05,5.262923307501546e-32,1.4040483819962953e-36
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.75,rr_fixed,3,0.017706521754081415,5.999999999999999,0.42395693135935386,0.01305331652264188,6.213864634737844e-07,4.0666438655680184e-32,1.2327231619028431e-36
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.75,rr_model_coefficient,3,0.017706521754081415,5.999999999999999,0.3047741616357553,0.00021449581676546615,1.435626139574684e-08,1.8704423639237125e-32,8.19825884748051e-37
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.75,rr_model_gradient,3,0.017706521754081415,5.999999999999999,0.3046256885631442,0.00020813046239231712,1.399666592027389e-08,2.8756851059589464e-32,8.211428387581164e-37
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.75,full,3,0.017706521754081415,8,1,0.0,0.0,0.0,0.0
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.75,proxy_completion,3,0.017706521754081415,0,0,3.1100852061340607,0.00016493199018896326,3.1100852061340607,0.00016493199018896326
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.75,ht_then_normalize,3,0.017706521754081415,6.0,0.1001129150390625,1.5915575306158707,7.547193646485082e-05,0.08138244436170308,3.8924422234214876e-06
9d9434710a9ea09eff42edbb,Project-MONAI__MONAI-3690,0.75,partial_then_normalize,3,0.017706521754081415,6.0,0.1001129150390625,1.4729426283109004,6.649603763675117e-05,0.07926396870156002,3.2314324908318245e-06
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.25,whole_group_cv,5,0.02210361586704873,2.0,0.25,11.047537245068568,0.0008057425576509616,2.1570415377137042e-32,4.461119451449417e-37
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.25,rr_fixed,5,0.02210361586704873,1.9999999999999996,0.09198423127463862,23.93842149504395,0.0012888874771379056,6.996241449540445e-32,3.834941560439239e-36
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.25,rr_model_coefficient,5,0.02210361586704873,1.9999999999999998,0.1066587287713297,10.951835520396154,0.0007469157286798585,9.766345609004601e-32,4.335437271625532e-36
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.25,rr_model_gradient,5,0.02210361586704873,2.0,0.08047881427256794,13.484446923106505,0.0008453277570916515,1.1068379575704207e-31,7.428611611717948e-36
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.25,full,5,0.02210361586704873,8,1,0.0,0.0,0.0,0.0
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.25,proxy_completion,5,0.02210361586704873,0,0,3.682512415022855,0.0002685808525503205,3.682512415022855,0.0002685808525503205
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.25,ht_then_normalize,5,0.02210361586704873,2.0,1.52587890625e-05,5.77697328035239,0.00041956782820504505,1.4669224986249239,8.10446123715834e-05
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.25,partial_then_normalize,5,0.02210361586704873,2.0,1.52587890625e-05,4.648375020867567,0.0003003517944363379,1.1581320355837563,4.5892882714347757e-05
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.5,whole_group_cv,5,0.02210361586704873,4.0,0.5,3.682512415022855,0.0002685808525503205,1.9259299443872359e-32,1.588131015142342e-36
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.5,rr_fixed,5,0.02210361586704873,3.999999999999999,0.21829521829521825,7.584430545081993,0.0004020188141947497,6.357750533993004e-32,7.350684550273888e-36
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.5,rr_model_coefficient,5,0.02210361586704873,3.9999999999999996,0.2133174575426594,3.6346615526866493,0.00023916743806476912,9.729699572617717e-32,5.7850460339112537e-36
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.5,rr_model_gradient,5,0.02210361586704873,4.0,0.16095762854513587,4.900967254041824,0.0002883734522706655,5.307479245375114e-32,3.176999331750356e-36
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.5,full,5,0.02210361586704873,8,1,0.0,0.0,0.0,0.0
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.5,proxy_completion,5,0.02210361586704873,0,0,3.682512415022855,0.0002685808525503205,3.682512415022855,0.0002685808525503205
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.5,ht_then_normalize,5,0.02210361586704873,4.0,0.00390625,4.0434375587414415,0.00032814459670741194,0.8465740337785456,5.518701508879145e-05
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.5,partial_then_normalize,5,0.02210361586704873,4.0,0.00390625,3.5332573369279303,0.0002646102883016018,0.647629388615885,3.284702282901534e-05
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.75,whole_group_cv,5,0.02210361586704873,6.0,0.75,1.2275041383409517,8.952695085010683e-05,1.756929591767256e-31,8.537381551426248e-36
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.75,rr_fixed,5,0.02210361586704873,5.999999999999999,0.42395693135935386,2.0518890667979983,0.00012614494985132443,4.184684657288891e-32,1.731737401665921e-36
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.75,rr_model_coefficient,5,0.02210361586704873,6.0,0.31997618631398916,1.1956035634501472,6.99180078597392e-05,4.406633933366272e-32,8.214012594169423e-37
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.75,rr_model_gradient,5,0.02210361586704873,5.999999999999999,0.2607008417435211,1.655229008822494,9.50643802756128e-05,6.175614737299196e-32,4.0463794070048436e-36
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.75,full,5,0.02210361586704873,8,1,0.0,0.0,0.0,0.0
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.75,proxy_completion,5,0.02210361586704873,0,0,3.682512415022855,0.0002685808525503205,3.682512415022855,0.0002685808525503205
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.75,ht_then_normalize,5,0.02210361586704873,6.0,0.1001129150390625,1.8309171047110335,0.00016492065664603018,0.2441530869855504,1.4948215061811905e-05
bc7f3e00665e9cc9ec2b422e,Project-MONAI__MONAI-3715,0.75,partial_then_normalize,5,0.02210361586704873,6.0,0.1001129150390625,1.7210994089393221,0.00014895572043324066,0.20819015274906233,1.0613527661966968e-05
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.25,whole_group_cv,4,0.02117746795280935,2.0,0.25,8.077688877166707,0.0006542912974921108,5.238529448733282e-32,5.686082241494725e-36
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.25,rr_fixed,4,0.02117746795280935,1.9999999999999996,0.09198423127463862,10.329141687257092,0.000759485976777057,3.8522971726729776e-32,2.2167015398080926e-36
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.25,rr_model_coefficient,4,0.02117746795280935,1.9999999999999996,0.06103149160043244,4.826339767553334,0.0004027270402997144,4.79598403751311e-32,4.381907636530994e-36
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.25,rr_model_gradient,4,0.02117746795280935,1.9999999999999996,0.04092494682632324,4.888560417879005,0.00038130302328070174,3.86632434676134e-32,4.3729158122199876e-36
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.25,full,4,0.02117746795280935,8,1,0.0,0.0,0.0,0.0
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.25,proxy_completion,4,0.02117746795280935,0,0,2.6925629590555697,0.000218097099164037,2.6925629590555697,0.00021809709916403703
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.25,ht_then_normalize,4,0.02117746795280935,2.0,1.52587890625e-05,4.472844883638437,0.0002843109223475994,0.7574513072624729,5.6133152955055833e-05
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.25,partial_then_normalize,4,0.02117746795280935,2.0,1.52587890625e-05,3.133446311664001,0.0001692618609066662,0.635836636993647,2.8359787199187977e-05
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.5,whole_group_cv,4,0.02117746795280935,4.0,0.5,2.6925629590555693,0.00021809709916403692,5.854827030937197e-32,6.117824012190872e-36
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.5,rr_fixed,4,0.02117746795280935,3.999999999999999,0.21829521829521825,2.6056247959298684,0.00020740811253559737,7.377520095195759e-32,9.37620912199979e-36
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.5,rr_model_coefficient,4,0.02117746795280935,3.999999999999999,0.12206298320086488,1.066888404248882,9.231497056783869e-05,5.291581859774593e-32,2.7393948114376398e-36
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.5,rr_model_gradient,4,0.02117746795280935,3.999999999999999,0.08184989365264649,1.0979987294117175,8.160296205833235e-05,3.33260070602918e-32,4.580277569013325e-36
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.5,full,4,0.02117746795280935,8,1,0.0,0.0,0.0,0.0
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.5,proxy_completion,4,0.02117746795280935,0,0,2.6925629590555697,0.000218097099164037,2.6925629590555697,0.00021809709916403703
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.5,ht_then_normalize,4,0.02117746795280935,4.0,0.00390625,3.3374444185333108,0.0002257404312249759,0.40747562050268105,3.0504350150906084e-05
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.5,partial_then_normalize,4,0.02117746795280935,4.0,0.00390625,2.7078516457283377,0.00016521430652312351,0.30150912187410966,1.7886608610736397e-05
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.75,whole_group_cv,4,0.02117746795280935,6.0,0.75,0.8975209863518566,7.269903305467899e-05,4.757103386365312e-32,2.6456682321276488e-36
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.75,rr_fixed,4,0.02117746795280935,5.999999999999999,0.42395693135935386,0.26350123218427535,2.6061624913908005e-05,3.7929582178434685e-32,2.9430369152431322e-36
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.75,rr_model_coefficient,4,0.02117746795280935,5.999999999999999,0.3327733760331354,0.00031058886183952226,2.326668741369594e-08,9.451167361684726e-32,8.904401554306746e-36
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.75,rr_model_gradient,4,0.02117746795280935,5.999999999999999,0.24794347658100527,0.0003537083101645789,2.0847562386956475e-08,5.675316113128775e-32,4.6779529896717806e-36
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.75,full,4,0.02117746795280935,8,1,0.0,0.0,0.0,0.0
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.75,proxy_completion,4,0.02117746795280935,0,0,2.6925629590555697,0.000218097099164037,2.6925629590555697,0.00021809709916403703
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.75,ht_then_normalize,4,0.02117746795280935,6.0,0.1001129150390625,1.545252160159552,0.0001105935658046498,0.09625443294046644,7.0120504956965066e-06
a85426992514d50b49578b1e,Project-MONAI__MONAI-4775,0.75,partial_then_normalize,4,0.02117746795280935,6.0,0.1001129150390625,1.43881296592724,9.622039456153162e-05,0.08344270841917147,5.48567123462499e-06
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.25,whole_group_cv,0,0.0,2.0,0.25,1.3529099546573484,4.203233671353635e-05,3.851859888774472e-33,3.907278670913952e-37
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.25,rr_fixed,0,0.0,1.9999999999999996,0.09198423127463862,0.4200250455102766,1.3290867821251771e-05,1.19260954857026e-33,5.358128686769299e-38
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.25,rr_model_coefficient,0,0.0,1.9999999999999996,0.15869351752635547,0.5218624640917157,1.5702007525917924e-05,1.7945273428188775e-33,1.2270950404774502e-37
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.25,rr_model_gradient,0,0.0,1.9999999999999996,0.12381491980306188,0.5475283460672842,1.599321929561941e-05,5.2677193244529006e-33,2.3424752251207346e-37
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.25,full,0,0.0,8,1,0.0,0.0,0.0,0.0
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.25,proxy_completion,0,0.0,0,0,0.45096998488578277,1.4010778904512113e-05,0.45096998488578277,1.4010778904512115e-05
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.25,ht_then_normalize,0,0.0,2.0,1.52587890625e-05,8.0,0.0004124337722427611,4.028267899859194,4.897079343844879e-05
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.25,partial_then_normalize,0,0.0,2.0,1.52587890625e-05,7.9998779296875,0.00042881905841169897,5.476793622353293,0.0002318547308769138
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.5,whole_group_cv,0,0.0,4.0,0.5,0.45096998488578277,1.4010778904512115e-05,3.851859888774472e-33,3.907278670913952e-37
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.5,rr_fixed,0,0.0,3.999999999999999,0.21829521829521825,0.053270003186666574,1.44336953517174e-06,8.049785314431025e-34,4.6034122656135395e-38
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.5,rr_model_coefficient,0,0.0,4.0,0.32625839366925957,0.054508480536945625,1.3710539654665117e-06,8.617784184748354e-34,6.0209757260843e-38
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.5,rr_model_gradient,0,0.0,3.999999999999999,0.24762983960612375,0.048279180590750745,9.91220195553649e-07,2.8863558487830776e-33,1.379546472654069e-37
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.5,full,0,0.0,8,1,0.0,0.0,0.0,0.0
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.5,proxy_completion,0,0.0,0,0,0.45096998488578277,1.4010778904512113e-05,0.45096998488578277,1.4010778904512115e-05
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.5,ht_then_normalize,0,0.0,4.0,0.00390625,8.0,0.00038497164812858803,3.7721824335214333,1.5249383055491553e-36
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.5,partial_then_normalize,0,0.0,4.0,0.00390625,7.96875,0.00043153254106049273,3.5719806107073624,8.317011346647659e-05
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.75,whole_group_cv,0,0.0,6.0,0.75,0.15032332829526093,4.670259634837372e-06,2.1425970631308e-33,7.401757206205971e-38
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.75,rr_fixed,0,0.0,5.999999999999999,0.42395693135935386,0.00942502510049874,2.425731438360715e-07,6.977734466481099e-34,4.301261855779489e-38
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.75,rr_model_coefficient,0,0.0,6.0,0.6113247993012918,0.009925457955240122,1.914991870168287e-07,3.225247931389266e-33,2.0053305249929686e-37
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.75,rr_model_gradient,0,0.0,6.0,0.48633828304028587,0.009780113905286743,1.9072832867272117e-07,7.109389833773195e-34,7.24501207122387e-38
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.75,full,0,0.0,8,1,0.0,0.0,0.0,0.0
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.75,proxy_completion,0,0.0,0,0,0.45096998488578277,1.4010778904512113e-05,0.45096998488578277,1.4010778904512115e-05
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.75,ht_then_normalize,0,0.0,6.0,0.1001129150390625,8.0,0.0004124337722427611,4.028267899859193,4.897079343844871e-05
ef515769dac1d89f436d279a,Project-MONAI__MONAI-4925,0.75,partial_then_normalize,0,0.0,6.0,0.1001129150390625,7.1990966796875,0.0003799429049325735,1.9562756942298416,1.0414504917019989e-05
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.25,whole_group_cv,1,0.025020187231122783,2.0,0.25,17.054776132992632,0.0015032109827757436,2.0723006201606658e-31,1.7586170594732434e-35
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.25,rr_fixed,1,0.025020187231122783,1.9999999999999996,0.09198423127463862,2.356841375221717,0.00019692544289456342,1.4709289950257514e-32,1.3594481566156301e-36
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.25,rr_model_coefficient,1,0.025020187231122783,1.9999999999999996,0.1046437998181768,6.46282848741037,0.0005670124662315983,6.322654974654854e-33,2.175383609693009e-37
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.25,rr_model_gradient,1,0.025020187231122783,2.0,0.09712396645476837,3.137704084430696,0.00026797341166293824,5.504934084448838e-33,4.087389063460896e-37
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.25,full,1,0.025020187231122783,8,1,0.0,0.0,0.0,0.0
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.25,proxy_completion,1,0.025020187231122783,0,0,5.684925377664209,0.0005010703275919143,5.684925377664209,0.0005010703275919143
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.25,ht_then_normalize,1,0.025020187231122783,2.0,1.52587890625e-05,4.18894907407458,0.0001950206675999626,1.1939769012780774,6.771238253006916e-05
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.25,partial_then_normalize,1,0.025020187231122783,2.0,1.52587890625e-05,2.0884775703986085,0.00010052738277671497,1.1988371369993664,6.0542303860342945e-05
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.5,whole_group_cv,1,0.025020187231122783,4.0,0.5,5.684925377664209,0.0005010703275919143,2.6963019221421302e-33,1.0189270022038422e-37
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.5,rr_fixed,1,0.025020187231122783,3.999999999999999,0.21829521829521825,0.07364350871396043,3.9753275171990846e-06,3.414773473319519e-32,2.859309443150307e-36
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.5,rr_model_coefficient,1,0.025020187231122783,3.999999999999999,0.2092875996363536,0.38895155487308086,3.297106931984206e-05,1.767515623693021e-32,1.5309916234283126e-36
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.5,rr_model_gradient,1,0.025020187231122783,4.0,0.21789611970526482,0.06367550240454241,3.3478052693382574e-06,1.0915761029906721e-32,5.264864692802515e-37
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.5,full,1,0.025020187231122783,8,1,0.0,0.0,0.0,0.0
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.5,proxy_completion,1,0.025020187231122783,0,0,5.684925377664209,0.0005010703275919143,5.684925377664209,0.0005010703275919143
a362cad1f5cb47b974bfbedc,Project-MONAI__MONAI-5932,0.5,ht_then_normalize,1,0.025020187231122783,4.0,0.00390625,1.816860619187643,7.634141977339175e-05,0.33392974499496925,1.3000034532580037e-05
