scenario,bias_sd,assumed_beta,audit_cost,budget,policy,reps,regret_mean,regret_mcse,regret_lo,regret_hi,overlap_mean,overlap_mcse,overlap_lo,overlap_hi,mse_mean,mse_mcse,mse_lo,mse_hi,coverage_mean,coverage_mcse,coverage_lo,coverage_hi,spent_mean,spent_mcse,spent_lo,spent_hi,validation_fraction_mean,validation_fraction_mcse,validation_fraction_lo,validation_fraction_hi,regular_packets_mean,regular_packets_mcse,regular_packets_lo,regular_packets_hi,validation_packets_mean,validation_packets_mcse,validation_packets_lo,validation_packets_hi,posterior_sd_mean,posterior_sd_mcse,posterior_sd_lo,posterior_sd_hi,repeat_floor_mean,repeat_floor_mcse,repeat_floor_lo,repeat_floor_hi,regret_diff_uniform_mean,regret_diff_uniform_mcse,regret_diff_uniform_lo,regret_diff_uniform_hi,overlap_diff_uniform_mean,overlap_diff_uniform_mcse,overlap_diff_uniform_lo,overlap_diff_uniform_hi,regret_diff_ordinary_kg_mean,regret_diff_ordinary_kg_mcse,regret_diff_ordinary_kg_lo,regret_diff_ordinary_kg_hi,overlap_diff_ordinary_kg_mean,overlap_diff_ordinary_kg_mcse,overlap_diff_ordinary_kg_lo,overlap_diff_ordinary_kg_hi
overestimated_bias,0.0,0.7,5,120,uniform,2000,0.10892134070973472,0.001285654702983374,0.10640145749188731,0.11144122392758213,0.58225,0.0032843454008913524,0.575812683014253,0.5886873169857471,0.08557482665676514,0.00042737719311118654,0.08473716735826721,0.08641248595526306,0.9664999999999999,0.0006400819107162871,0.965245439454996,0.9677545605450039,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.3182171669596546,4.307298166137182e-06,0.31820872465524896,0.3182256092640602,0.098,3.1821101128245063e-19,0.098,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05007491043649244,0.0012488613509179778,0.047627142188693204,0.052522678684291675,-0.103625,0.0031898400786502887,-0.10987708655415455,-0.09737291344584544
overestimated_bias,0.0,0.7,5,120,uniform_blind,2000,0.10559901068086887,0.0012662995009482024,0.1031170636590104,0.10808095770272734,0.583375,0.0033504074084208324,0.5768082014794952,0.5899417985205048,0.050618757139456044,0.0002665663576506613,0.05009628707846075,0.05114122720045134,0.9507749999999998,0.0007717658315508494,0.9492623389701601,0.9522876610298395,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.22408327268070236,2.7374286012852066e-05,0.22402961908011718,0.22413692628128754,0.0,0.0,0.0,0.0,-0.003322330028865858,0.0007323172701147236,-0.004757671878290716,-0.0018869881794409999,0.001125,0.0016842574176842778,-0.0021761445386611847,0.004426144538661184,0.04675258040762658,0.0012069726661268828,0.04438691398201789,0.04911824683323527,-0.1025,0.0032067532853833104,-0.10878523643935128,-0.0962147635606487
overestimated_bias,0.0,0.7,5,120,uncertainty,2000,0.09508800178726216,0.001174716473161068,0.09278555749986647,0.09739044607465785,0.60425,0.003448510890758769,0.5974909186541127,0.6110090813458872,0.08447337040267203,0.00042216096761571784,0.08364593490614522,0.08530080589919883,0.9677499999999999,0.0006325889932785808,0.9665101255731738,0.9689898744268259,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.31744526018302693,0.0,0.31744526018302693,0.31744526018302693,0.09800000000000002,6.207887549050446e-19,0.09800000000000002,0.09800000000000002,-0.013833338922472573,0.0012147335432307134,-0.01621421666720477,-0.011452461177740375,0.022,0.002896065192083631,0.01632371222351608,0.027676287776483916,0.03624157151401987,0.0010425021146948385,0.03419826736921799,0.03828487565882175,-0.081625,0.0029116328735771697,-0.08733180043221125,-0.07591819956778875
overestimated_bias,0.0,0.7,5,120,boundary,2000,0.0954738819058966,0.0013122360875039464,0.09290189917438887,0.09804586463740433,0.614875,0.0034575597677080918,0.608098182855292,0.6216518171447079,0.09084593120281519,0.0004634872640722586,0.08993749616523355,0.09175436624039682,0.9643374999999998,0.0006553350508628731,0.9630530433003086,0.9656219566996911,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.3227388378243078,1.6921491044667208e-05,0.32270567170186026,0.3227720039467553,0.09799999999999998,1.9371692954240495e-19,0.09799999999999998,0.09799999999999998,-0.013447458803838122,0.0014460058465181188,-0.016281630263013634,-0.010613287344662608,0.032625,0.0034056723256201183,0.02594988224178457,0.03930011775821543,0.036627451632654316,0.0011980117988829651,0.03427934850684371,0.038975554758464925,-0.071,0.0030935776394500998,-0.07706341217332219,-0.0649365878266778
overestimated_bias,0.0,0.7,5,120,bias_blind_kg,2000,0.05741591589506696,0.000917761649431487,0.05561710306218125,0.05921472872795268,0.6875625,0.003351443962711087,0.6809936698330863,0.6941313301669136,0.05763830541893826,0.0003186159461355691,0.05701381816451254,0.058262792673363976,0.9498999999999999,0.000791356823949478,0.9483489406250589,0.9514510593749408,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.23633958173201242,9.05628645666211e-05,0.23616207851746185,0.23651708494656298,0.0,0.0,0.0,0.0,-0.05150542481466777,0.0012689922217783702,-0.05399264956935338,-0.04901820005998216,0.1053125,0.003282747803052227,0.09887831430601764,0.11174668569398237,-0.0014305143781753325,0.0005440764702120876,-0.002496904259791024,-0.0003641244965596408,0.0016875,0.0017173437502880215,-0.0016784937505645219,0.005053493750564522
overestimated_bias,0.0,0.7,5,120,ordinary_kg,2000,0.058846430273242295,0.000916570364037514,0.05704995235972877,0.06064290818675582,0.685875,0.0033395648719956213,0.6793294528508886,0.6924205471491114,0.08501496296414644,0.0004357778177446802,0.08416083844136688,0.08586908748692601,0.9679499999999999,0.0006312471675130483,0.9667127555516742,0.9691872444483255,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.31936099293558934,1.0135470941365891e-05,0.3193411274125443,0.3193808584586344,0.098,4.891543589069853e-19,0.098,0.098,-0.05007491043649244,0.0012488613509179778,-0.052522678684291675,-0.047627142188693204,0.103625,0.0031898400786502887,0.09737291344584544,0.10987708655415455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overestimated_bias,0.0,0.7,5,120,two_channel_uniform,2000,0.1803430478420106,0.0018018371137177008,0.17681144709912391,0.1838746485848973,0.4645625,0.003486475771251933,0.4577290074883462,0.47139599251165376,0.08389667698550982,0.0004287166902326843,0.08305639227265375,0.08473696169836588,0.9608,0.0006837680669530364,0.959459814588772,0.9621401854112279,120.0,0.0,120.0,120.0,0.8163333333333332,0.001023228088004949,0.8143278062808436,0.8183388603858229,22.04,0.12278737056059386,21.799336753701237,22.28066324629876,19.592,0.024557474112118772,19.543867350740246,19.64013264925975,0.3037225965241481,1.9581403215990373e-05,0.3036842169738448,0.30376097607445146,0.08748714276289116,1.4958279650273409e-05,0.08745782453477662,0.0875164609910057,0.07142170713227587,0.0020161486273131356,0.06747005582274213,0.07537335844180962,-0.1176875,0.004145948548469731,-0.12581355915500067,-0.10956144084499933,0.1214966175687683,0.0019366674699301143,0.11770074932770527,0.12529248580983132,-0.2213125,0.0042600902697511244,-0.2296622769287122,-0.2129627230712878
overestimated_bias,0.0,0.7,5,120,balanced_mix,2000,0.15551211616949764,0.0016502501742868061,0.1522776258278955,0.15874660651109979,0.5049375,0.0034716610595118685,0.49813304432335676,0.5117419556766433,0.08368268074109658,0.0004234742768973415,0.0828526711583778,0.08451269032381536,0.9633749999999999,0.0006591827883631648,0.9620830017348081,0.9646669982651916,120.0,0.0,120.0,120.0,0.4854375,0.0017638691049905958,0.48198031655421847,0.4888946834457816,61.7475,0.21166429259887148,61.332637986506214,62.16236201349379,11.6505,0.0423328585197743,11.567527597301241,11.733472402698757,0.30880468759884194,3.1706120789875e-05,0.3087425436020938,0.3088668315955901,0.09153682469645336,2.2856725023220208e-05,0.09149202551540785,0.09158162387749887,0.046590775459762895,0.0018254531717928676,0.04301288724304887,0.05016866367647692,-0.0773125,0.0038496207231012857,-0.08485775661727853,-0.06976724338272149,0.09666568589625532,0.0017202100155623934,0.09329407426575304,0.10003729752675761,-0.1809375,0.003919329964491415,-0.18861938673040318,-0.17325561326959682
overestimated_bias,0.0,0.7,5,120,validation_only,2000,0.1899814945250559,0.0018263367366739575,0.18640187452117493,0.19356111452893685,0.4510625,0.003517833761572884,0.4441675458273171,0.45795745417268285,0.08468323319457821,0.0004261018161341185,0.08384807363495533,0.08551839275420109,0.9594749999999999,0.0006890025760292099,0.9581245549509826,0.9608254450490171,120.0,0.0,120.0,120.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,24.0,0.3016218053375269,1.618989669139499e-05,0.3015900731400118,0.30165353753504204,0.08537490849220836,1.0022519930034363e-05,0.08535526435314549,0.08539455263127123,0.08106015381532114,0.0020528544001523433,0.07703655919102255,0.08508374843961973,-0.1311875,0.00421231949044939,-0.13944364620128083,-0.12293135379871921,0.13113506425181357,0.0019833349733797447,0.12724772770398926,0.13502240079963787,-0.2348125,0.004384782130167874,-0.24340667297512905,-0.22621832702487096
overestimated_bias,0.0,0.7,5,120,two_channel_kg,2000,0.13025610011987604,0.001487280313642908,0.12734103070513594,0.13317116953461614,0.5398125,0.003470668010642194,0.5330099906991413,0.5466150093008587,0.08368129498722199,0.00042481666647470274,0.08284865432093157,0.08451393565351241,0.9604999999999999,0.0006780799334872688,0.9591709633303649,0.9618290366696349,120.0,0.0,120.0,120.0,0.8933333333333333,0.0007124222339219624,0.8919369857548463,0.8947296809118204,12.8,0.08549066807063553,12.632438290581556,12.967561709418446,21.44,0.01709813361412711,21.406487658116312,21.47351234188369,0.3027190385628967,1.9126433530054584e-05,0.3026815507531778,0.30275652637261563,0.08645639728319987,1.2638078947159031e-05,0.08643162664846343,0.08648116791793631,0.0213347594101413,0.0017703824018207859,0.01786480990257256,0.02480470891771004,-0.0424375,0.004115826838213201,-0.050504520602897875,-0.03437047939710213,0.07140966984663373,0.0016052438334311864,0.06826339193310861,0.07455594776015885,-0.1460625,0.004059289434399955,-0.15401870729142392,-0.1381062927085761
biased_validation,0.35,0.35,5,120,uniform,2000,0.1732241083282268,0.00176667234436328,0.16976143053327478,0.1766867861231788,0.481125,0.0033505100576364734,0.47455800028703254,0.4876919997129675,0.07791555780276203,0.00039598488000853435,0.0771394274379453,0.07869168816757877,0.9495625,0.0007652881024914127,0.9480625353191168,0.9510624646808832,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.27876797771713807,1.4879543874359736e-05,0.27873881381114435,0.2787971416231318,0.06125000000000001,2.042479912188664e-19,0.06125000000000001,0.06125000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02589396806087033,0.0014450312084195766,0.02306170689236796,0.0287262292293727,-0.037,0.0027269773931683818,-0.042344875690610025,-0.03165512430938997
biased_validation,0.35,0.35,5,120,uniform_blind,2000,0.17413149975428707,0.001769459979852637,0.1706633581937759,0.17759964131479825,0.4798125,0.0033367395144315035,0.4732724905517142,0.48635250944828573,0.09426199278180156,0.00047217852924586595,0.09333652286447966,0.09518746269912345,0.83885,0.0012810774097082628,0.8363390882769718,0.8413609117230282,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.2241109795173103,2.700712853592466e-05,0.2240580455453799,0.2241639134892407,0.0,0.0,0.0,0.0,0.0009073914260602714,0.0005981960454717763,-0.00026507282306441,0.002079855675184953,-0.0013125,0.001140425449987192,-0.0035477338819748967,0.0009227338819748963,0.0268013594869306,0.0014682882133256552,0.023923514588812315,0.029679204385048886,-0.0383125,0.002811894076245229,-0.04382381238944065,-0.03280118761055935
biased_validation,0.35,0.35,5,120,uncertainty,2000,0.16930216725613295,0.0017369024322227364,0.16589783848897638,0.17270649602328952,0.4856875,0.0034699157164713246,0.4788864651957162,0.4924885348042838,0.0762843866383748,0.00038875690147783626,0.07552242311147823,0.07704635016527135,0.9499749999999999,0.0007737806897163359,0.9484583898481559,0.9514916101518439,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.27578795150856766,0.0,0.27578795150856766,0.27578795150856766,0.06125000000000002,3.103943774525223e-19,0.06125000000000002,0.06125000000000002,-0.003921941072093857,0.0013514263081532702,-0.006570736636074267,-0.0012731455081134474,0.0045625,0.002542730970289353,-0.0004212527017671327,0.009546252701767132,0.02197202698877647,0.001396228163355259,0.01923541978860016,0.024708634188952777,-0.0324375,0.0027366709211632243,-0.03780137500547992,-0.027073624994520082
biased_validation,0.35,0.35,5,120,boundary,2000,0.15466883639209084,0.0016553451449259557,0.15142435990803596,0.1579133128761457,0.506375,0.0034120009617204664,0.4996874781150279,0.5130625218849721,0.0861602296233365,0.00044239981354192583,0.08529312598879432,0.08702733325787868,0.9499249999999999,0.00077619967177604,0.9484036486433188,0.951446351356681,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.2929623136747131,6.267750139960542e-05,0.29283946577196984,0.29308516157745634,0.06125000000000001,2.6761954100888817e-19,0.06125000000000001,0.06125000000000001,-0.018555271936135938,0.001455621458369318,-0.0214082899945398,-0.015702253877732074,0.02525,0.002773603736809644,0.0198137366758531,0.030686263324146902,0.007338696124734393,0.0011160208180017739,0.005151295321450916,0.00952609692801787,-0.01175,0.0021892327697300784,-0.016040896228670953,-0.0074591037713290466
biased_validation,0.35,0.35,5,120,bias_blind_kg,2000,0.14802528826721778,0.0016033065910824624,0.14488280734869616,0.1511677691857394,0.5159375,0.003447150376722035,0.5091810852616249,0.5226939147383752,0.09469221396878781,0.0004852371757006633,0.09374114910441451,0.09564327883316111,0.850425,0.0012373308697921788,0.8479998314952073,0.8528501685047927,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.23881348144366182,0.00010389658391524226,0.23860984413918795,0.2390171187481357,0.0,0.0,0.0,0.0,-0.025198820061009,0.0014632426734314868,-0.028066775700934715,-0.022330864421083285,0.0348125,0.002776056901043982,0.029371428473953798,0.04025357152604621,0.0006951479998613288,0.0006024702463107146,-0.00048569368290767175,0.0018759896826303294,-0.0021875,0.00118349123259271,-0.004507142815881712,0.00013214281588171117
biased_validation,0.35,0.35,5,120,ordinary_kg,2000,0.14733014026735647,0.001613032671276956,0.14416859623165362,0.15049168430305931,0.518125,0.0034206677230236306,0.5114204912628736,0.5248295087371263,0.08144849981149577,0.0004239003724564496,0.08061765508148112,0.08227934454151041,0.9503625,0.0007810781576892349,0.948831586810929,0.951893413189071,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.28483921858763583,4.7294078810230855e-05,0.28474652219316776,0.2849319149821039,0.06125000000000001,2.3498412443868594e-19,0.06125000000000001,0.06125000000000001,-0.02589396806087033,0.0014450312084195766,-0.0287262292293727,-0.02306170689236796,0.037,0.0027269773931683818,0.03165512430938997,0.042344875690610025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biased_validation,0.35,0.35,5,120,two_channel_uniform,2000,0.19345146309181863,0.001878279111480592,0.18977003603331666,0.1971328901503206,0.4515625,0.0034653556659917186,0.4447704028946562,0.45835459710534376,0.0849441035223114,0.0004334700250418612,0.08409450227322934,0.08579370477139345,0.9435374999999999,0.0007942541889932756,0.9419807617895731,0.9450942382104267,120.0,0.0,120.0,120.0,0.8163958333333333,0.0010197088527573153,0.8143972039819289,0.8183944626847377,22.0325,0.12236506233087782,21.79266447783148,22.272335522168518,19.5935,0.02447301246617557,19.545532895566296,19.6414671044337,0.2841182207925048,2.2233238372471574e-05,0.2840746436452948,0.28416179793971486,0.05663584030699098,6.079265911778999e-06,0.05662392494580389,0.05664775566817807,0.020227354763591835,0.001951289005707461,0.01640282831240521,0.02405188121477846,-0.0295625,0.003602731655919892,-0.036623854045602984,-0.02250114595439701,0.04612132282446217,0.001955823328672882,0.042287909100263324,0.04995473654866102,-0.0665625,0.003742534412505701,-0.07389786744851116,-0.05922713255148882
biased_validation,0.35,0.35,5,120,balanced_mix,2000,0.18375848442236345,0.00182073054288155,0.1801898525583156,0.1873271162864113,0.4665,0.0034741775940468973,0.4596906119156681,0.47330938808433193,0.08067063833715253,0.0004210991136815724,0.07984528407433665,0.08149599259996841,0.9469500000000001,0.0007980709295572053,0.9453857809780679,0.9485142190219322,120.0,0.0,120.0,120.0,0.483875,0.0017606364528120492,0.4804241525524884,0.4873258474475116,61.935,0.21127637433744592,61.520898306298605,62.3491016937014,11.613,0.04225527486748919,11.530179661259721,11.695820338740278,0.2802420570725958,2.0297439045218125e-05,0.28020227409206716,0.28028184005312445,0.05844722276307452,1.0006836554085832e-05,0.058427609363428515,0.058466836162720526,0.010534376094136638,0.001802123043246778,0.007002214929372953,0.014066537258900322,-0.014625,0.0033248807653135136,-0.02114176630001449,-0.008108233699985513,0.03642834415500697,0.0017874376981461206,0.03292496626664057,0.03993172204337336,-0.051625,0.003446228798841856,-0.058379608445730036,-0.04487039155426996
